rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,,NMS,8862003200.00000000,2026-07-24,83.73000336,0.00095639,-0.00155017,1.31426210,1.17424064,0.52374890,0.04302347,0.07249850,1.30650201,1.13121717,0.45125041,XLV,0.06012391,0.11166576,0.02703907,1.25413819,1.06257488,0.49670983,0.44038141,689926067.88227081,6.62630642,0.98738999,2026-07-07,0.98738999,0.80253349,0.90756765,0.00215492,0.00442958,0.98857969,-0.00214516,2.11843583,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,64.65370000,2026-07-10,5,10,10,1.00000000,0.00000000,True,True
2,FBRX,"Forte Biosciences, Inc.",Healthcare,,NCM,1121829504.00000000,2026-07-24,54.77999878,-0.08241209,0.12116247,1.95469234,0.89812882,0.71187496,0.04302347,0.07249850,1.94693226,0.85510534,0.63937647,XLV,0.06012391,0.11166576,0.02703907,1.89456844,0.78646305,0.68483589,0.72254033,39152392.70390511,2.90833672,0.78328479,2026-07-09,0.78328479,0.42488328,0.67530814,0.22588558,0.62670298,0.04295635,-0.08241209,4.70031225,spy_relative;sector_relative;volatility;single_day_move,4,threshold_and_sector_coverage,61.14740000,2026-07-17,2,3,1,,,True,False
3,UTZ,Utz Brands Inc,Consumer Defensive,,NYQ,1248372608.00000000,2026-07-24,14.10000038,0.00070974,0.95561724,0.91836742,0.86261560,0.34157946,0.04302347,0.07249850,0.91060734,0.81959212,0.26908096,XLP,-0.00367131,0.00778622,0.02260849,0.92203873,0.85482937,0.31897096,9.67746517,79960273.62113714,6.47619264,0.88724843,2026-07-21,0.88724843,0.67907252,0.61930390,,,0.88993292,-0.01536308,1.07352941,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,57.99020000,2026-07-21,4,4,4,2.00000000,-1.00000000,True,True
4,WLFC,Willis Lease Finance Corporatio,Industrials,,NGM,1650164992.00000000,2026-07-24,69.05000305,0.02311461,-0.64770407,-0.67195591,-0.63282993,-0.61955921,0.04302347,0.07249850,-0.67971599,-0.67585340,-0.69205771,XLI,0.01359523,0.04934794,0.10368582,-0.68555114,-0.68217787,-0.72324503,1.18207863,30650646.10492706,4.49334693,0.67064962,2026-07-20,-0.67064962,0.56678587,0.68592025,,,0.66423167,-0.71218373,0.09394810,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,39.13110000,2026-07-22,3,3,3,3.00000000,-1.00000000,True,True
5,TRAX,"First Tracks Biotherapeutics, I",Healthcare,,NMS,1239377408.00000000,2026-07-24,35.52000046,-0.05632303,-0.02738226,1.12822045,0.86947371,,0.04302347,0.07249850,1.12046037,0.82645023,,XLV,0.06012391,0.11166576,0.02703907,1.06809655,0.75780795,,0.66006350,29000691.41278267,,0.55994226,2026-07-09,0.55994226,0.39798585,0.59464446,0.11759251,0.16172832,0.02863259,-0.06942619,1.31853794,spy_relative;sector_relative;single_day_move,3,threshold,35.35610000,2026-07-10,5,10,10,4.00000000,-1.00000000,True,True
6,ATAI,AtaiBeckley Inc.,Healthcare,,NGM,2656272640.00000000,2026-07-24,7.17999983,0.00139467,-0.00554016,0.72182247,0.50524106,0.80856418,0.04302347,0.07249850,0.71406239,0.46221759,0.73606568,XLV,0.06012391,0.11166576,0.02703907,0.66169856,0.39357530,0.78152511,0.60581313,143595804.02230263,1.99116051,0.33395521,2026-07-16,0.33395521,0.28415675,0.49033648,0.00279720,,0.31809699,-0.00554016,1.16918428,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,27.83950000,2026-07-10,5,10,10,5.00000000,-1.00000000,True,True
7,MAN,ManpowerGroup,Industrials,,NYQ,2387222016.00000000,2026-07-24,51.33000183,0.02762765,-0.01929687,0.57502306,0.75427209,0.63732061,0.04302347,0.07249850,0.56726298,0.71124862,0.56482212,XLI,0.01359523,0.04934794,0.10368582,0.56142783,0.70492415,0.53363479,0.83374662,82053883.79487991,2.21123998,0.32368019,2026-07-16,0.32368019,0.33645307,0.49819553,-0.03291386,,0.19887233,-0.03351532,0.99339813,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,23.04780000,2026-07-16,5,7,7,6.00000000,-1.00000000,True,True
8,ABVX,Abivax SA,Healthcare,,NGM,10956096512.00000000,2026-07-24,125.69999695,-0.04162860,-0.08013170,0.35877196,0.11238935,0.01674351,0.04302347,0.07249850,0.35101188,0.06936588,-0.05575499,XLV,0.06012391,0.11166576,0.02703907,0.29864806,0.00072359,-0.01029556,0.35408953,251344736.83597565,1.55332533,0.38595936,2026-06-30,0.38595936,0.46750442,0.40166973,0.03962178,0.02761525,0.36136248,-0.13495287,0.89050987,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,19.83230000,2026-07-10,5,10,10,8.00000000,0.00000000,True,True
9,CDNA,"CareDx, Inc.",Healthcare,,NGM,1918633088.00000000,2026-07-24,37.13999939,-0.01249671,-0.06519004,0.36896427,0.85144568,0.76688861,0.04302347,0.07249850,0.36120418,0.80842221,0.69439011,XLV,0.06012391,0.11166576,0.02703907,0.30884036,0.73977992,0.73984954,0.76362910,36853477.29362488,1.87061057,0.35596639,2026-07-16,0.35596639,0.47074940,0.44635166,-0.06767475,,0.22352946,-0.07932575,2.21002596,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,17.90110000,2026-07-15,5,8,8,7.00000000,-2.00000000,True,True
10,IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,,NMS,9345597440.00000000,2026-07-24,56.54999924,0.01217112,0.03971318,-0.26097750,-0.23673907,-0.30859520,0.04302347,0.07249850,-0.26873758,-0.27976255,-0.38109370,XLV,0.06012391,0.11166576,0.02703907,-0.32110140,-0.34840484,-0.33563427,1.01230966,290746898.60609055,3.38111424,0.23904810,2026-07-09,-0.23904810,0.34773238,0.41721596,-0.14968096,-0.13069859,0.19748994,-0.34624278,0.38977639,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,15.86330000,2026-07-10,5,10,10,11.00000000,1.00000000,True,True
