rank,ticker,company_name,sector,market_cap,market_data_date,price,return_21d,return_63d,return_126d,spy_relative_63d,spy_relative_126d,sector_etf,sector_relative_63d,sector_relative_126d,max_daily_move_63d,max_gap_63d,max_1d_share_of_abs_move_63d,directional_efficiency_63d,positive_days_63d,negative_days_63d,positive_day_ratio_63d,relative_max_daily_move_63d,relative_max_1d_share_of_abs_move_63d,relative_directional_efficiency_63d,max_daily_move_126d,max_gap_126d,max_1d_share_of_abs_move_126d,directional_efficiency_126d,positive_days_126d,negative_days_126d,positive_day_ratio_126d,relative_max_daily_move_126d,relative_max_1d_share_of_abs_move_126d,relative_directional_efficiency_126d,volume_ratio_5d_vs_prev20d,volatility_ratio_20d_vs_prev120d,selection_bucket,selection_reason,anchor_horizon,drift_direction,trend_consistency,tail_percentile,tail_distance
1,MKTX,"MarketAxess Holdings, Inc.",Financial Services,4104806656.00000000,2026-07-16,115.50000000,-0.04545455,-0.32625559,-0.32206372,-0.39880462,-0.40415138,XLF,-0.41404554,-0.36853248,0.04725805,0.02633699,0.04503648,0.37404069,24.00000000,39.00000000,0.38095238,0.04899431,0.04439041,0.43403691,0.05482655,0.03678877,0.03026600,0.21395991,59.00000000,67.00000000,0.46825397,0.05929133,0.02865816,0.20983131,0.56648228,1.28119312,global_tail,quiet_drift_sector_relative_63d_bottom;quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.02536402,0.94927196
2,DINO,HF Sinclair Corporation,Energy,15655118848.00000000,2026-07-16,86.83999634,0.29130106,0.49004801,0.75611719,0.41749898,0.67402954,XLE,0.46745113,0.54292569,0.06329457,0.05262419,0.04778180,0.30247159,39.00000000,24.00000000,0.61904762,0.04659570,0.04461147,0.36043165,0.10855659,0.17113220,0.04051846,0.21072145,73.00000000,53.00000000,0.57936508,0.13389480,0.06392193,0.17656826,1.16605399,0.87565665,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.94974166,0.89948333
3,ENVA,"Enova International, Inc.",Financial Services,5861139456.00000000,2026-07-16,235.52999878,0.24513636,0.50768146,0.49391091,0.43513243,0.41182325,XLF,0.41989150,0.44744215,0.05638771,0.02536677,0.04456630,0.32633235,38.00000000,25.00000000,0.60317460,0.04491231,0.03786891,0.27523315,0.07715953,0.04807556,0.03125013,0.16281570,73.00000000,53.00000000,0.57936508,0.07100169,0.03416541,0.17129266,0.70975775,1.02333717,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.94316581,0.88633161
4,RLJ,RLJ Lodging Trust,Real Estate,1789662208.00000000,2026-07-16,11.72000027,0.05871731,0.45771148,0.53202616,0.38516245,0.44993851,XLRE,0.41048736,0.42134943,0.05029941,0.01981976,0.05782052,0.43587151,44.00000000,18.00000000,0.70967742,0.04703570,0.05323842,0.37433834,0.06796113,0.03606099,0.03518490,0.22187818,75.00000000,48.00000000,0.60975610,0.04864073,0.02650797,0.17527570,0.70763721,0.93501514,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.94128699,0.88257398
5,CAKE,The Cheesecake Factory Incorpor,Consumer Cyclical,4139287552.00000000,2026-07-16,83.30999756,0.12962709,0.35529520,0.39430958,0.28274617,0.31222193,XLY,0.36240303,0.44961916,0.06946504,0.03781718,0.06176609,0.27176961,36.00000000,27.00000000,0.57142857,0.07562418,0.06432265,0.26465282,0.06946504,0.03781718,0.03044875,0.14603147,70.00000000,56.00000000,0.55555556,0.07562418,0.03358333,0.17287990,1.09898093,0.85355237,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.93236261,0.86472522
6,CON,Concentra Group Holdings Parent,Healthcare,4048710400.00000000,2026-07-16,31.63999939,0.12397868,0.40998211,0.56015771,0.33743308,0.47807006,XLV,0.31503728,0.52787496,0.03704905,0.02838983,0.04564110,0.42585551,37.00000000,25.00000000,0.59677419,0.03829707,0.04763560,0.31453475,0.05628975,0.03113012,0.03356122,0.26635730,68.00000000,55.00000000,0.55284553,0.06048006,0.03778614,0.25803903,0.77099257,0.95967298,sector_coverage,quiet_drift_sector_coverage_top,126d,up,same_direction,0.92576832,0.85153664
7,MPC,Marathon Petroleum Corporation,Energy,89288826880.00000000,2026-07-16,305.85000610,0.21920595,0.37134021,0.73926639,0.29879118,0.65717874,XLE,0.34874333,0.52607490,0.05654298,0.03973659,0.04699634,0.26314396,38.00000000,25.00000000,0.60317460,0.04101623,0.05598017,0.40049994,0.06031314,0.05341863,0.02589169,0.23849311,69.00000000,56.00000000,0.55200000,0.04648533,0.02826258,0.21900315,0.86103816,0.88850870,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.92531705,0.85063410
8,NOC,Northrop Grumman Corporation,Industrials,73665667072.00000000,2026-07-16,518.65002441,-0.04787685,-0.23569460,-0.17082330,-0.30824363,-0.25291095,XLI,-0.28809559,-0.26923194,0.06978900,0.02584551,0.07845411,0.30062915,23.00000000,40.00000000,0.36507937,0.06074924,0.05637977,0.29685554,0.06978900,0.02846572,0.03940646,0.10564476,56.00000000,70.00000000,0.44444444,0.06074924,0.03014644,0.13953605,0.73690731,1.19138745,sector_coverage,quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.07703147,0.84593706
9,RGLD,"Royal Gold, Inc.",Basic Materials,16224372736.00000000,2026-07-16,191.17999268,-0.11293621,-0.29192595,-0.24726358,-0.36447498,-0.32935123,XLB,-0.28238914,-0.29158945,0.06404138,0.05415036,0.05255616,0.28194748,22.00000000,41.00000000,0.34920635,0.04681915,0.05040362,0.36131939,0.09819170,0.07387495,0.03559074,0.10254720,58.00000000,68.00000000,0.46031746,0.08864569,0.04099496,0.15141439,0.82491323,0.63644682,sector_coverage,quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.08172851,0.83654298
10,AXIA,AXIA Energia,Utilities,22057676800.00000000,2026-07-16,9.68999958,-0.07449863,-0.27142861,0.05326085,-0.34397764,-0.02882681,XLU,-0.25947730,-0.00788274,0.06576862,0.03565767,0.06290268,0.30145003,21.00000000,42.00000000,0.33333333,0.05503965,0.05345258,0.29586192,0.06576862,0.07310706,0.02687371,0.02121519,56.00000000,69.00000000,0.44800000,0.06658013,0.02795110,0.00313023,0.88758576,0.82479035,sector_coverage,quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.09347111,0.81305777
