rank,ticker,company_name,sector,market_cap,market_data_date,price,return_21d,return_63d,return_126d,spy_relative_63d,spy_relative_126d,sector_etf,sector_relative_63d,sector_relative_126d,max_daily_move_63d,max_gap_63d,max_1d_share_of_abs_move_63d,directional_efficiency_63d,positive_days_63d,negative_days_63d,positive_day_ratio_63d,relative_max_daily_move_63d,relative_max_1d_share_of_abs_move_63d,relative_directional_efficiency_63d,max_daily_move_126d,max_gap_126d,max_1d_share_of_abs_move_126d,directional_efficiency_126d,positive_days_126d,negative_days_126d,positive_day_ratio_126d,relative_max_daily_move_126d,relative_max_1d_share_of_abs_move_126d,relative_directional_efficiency_126d,volume_ratio_5d_vs_prev20d,volatility_ratio_20d_vs_prev120d,selection_bucket,selection_reason,anchor_horizon,drift_direction,trend_consistency,tail_percentile,tail_distance
1,NIO,NIO Inc.,Consumer Cyclical,10173007872.00000000,2026-09-01,4.05999994,-0.15592516,-0.32445927,-0.11546845,-0.32736884,-0.23518978,XLY,-0.29894690,-0.11747961,0.05831533,0.04462480,0.04726518,0.31575715,26.00000000,36.00000000,0.41935484,0.06245453,0.04874422,0.28596489,0.15384610,0.06785716,0.04694977,0.03757301,58.00000000,65.00000000,0.47154472,0.14441062,0.04379156,0.03781633,1.41184116,0.67176710,sector_coverage,quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.06524963,0.86950074
2,GEF,Greif Inc.,Consumer Cyclical,4723513344.00000000,2026-09-01,83.08999634,-0.04163784,0.30932867,0.15418807,0.30641910,0.03446674,XLY,0.33484105,0.15217691,0.04618520,0.03802781,0.05343537,0.31360008,39.00000000,24.00000000,0.61904762,0.05291521,0.05480377,0.30589945,0.04618520,0.03802781,0.02844647,0.08853766,66.00000000,60.00000000,0.52380952,0.05291521,0.03048195,0.08144693,0.89196068,0.65226052,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.92931290,0.85862580
3,TTEK,"Tetra Tech, Inc.",Industrials,9151028224.00000000,2026-09-01,35.74000168,0.05645876,0.31736096,-0.01947871,0.31445139,-0.13920004,XLI,0.32574265,-0.00403180,0.05079959,0.03493192,0.05309616,0.28957238,35.00000000,28.00000000,0.55555556,0.05343442,0.05384021,0.28620461,0.05747125,0.05553808,0.03079833,0.01053696,59.00000000,66.00000000,0.47200000,0.05499303,0.02776405,0.00207169,0.58030607,0.58423564,sector_coverage,quiet_drift_sector_coverage_top,63d,up,recent_regime_change,0.92585269,0.85170539
4,MMSI,"Merit Medical Systems, Inc.",Healthcare,5414540800.00000000,2026-09-01,90.68000031,0.06021281,0.48924292,0.21148967,0.48633335,0.09176835,XLV,0.31663359,0.11623644,0.03940642,0.05146972,0.04239648,0.43089040,41.00000000,21.00000000,0.66129032,0.04707397,0.06053080,0.30736870,0.09049578,0.05146972,0.04670024,0.09905201,66.00000000,58.00000000,0.53225806,0.08915408,0.05356214,0.06059792,0.44407340,0.55663147,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.92338112,0.84676223
5,TGT,Target Corporation,Consumer Defensive,74390224896.00000000,2026-09-01,163.75000000,0.09641777,0.32935541,0.35554632,0.32644584,0.23582500,XLP,0.28756147,0.38392560,0.05286702,0.03069250,0.05011859,0.27107063,33.00000000,30.00000000,0.52380952,0.04315994,0.04965482,0.28043047,0.05437124,0.05524991,0.02803869,0.15718333,64.00000000,61.00000000,0.51200000,0.04623641,0.02884109,0.20771335,0.86764818,1.02378420,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.91349481,0.82698962
6,USFD,US Foods Holding Corp.,Consumer Defensive,23073835008.00000000,2026-09-01,106.66000366,0.07013149,0.32135781,0.14688176,0.31844824,0.02716043,XLP,0.27956387,0.17526104,0.06448406,0.04816404,0.07180888,0.31179341,35.00000000,28.00000000,0.55555556,0.06507180,0.07882449,0.28795603,0.06448406,0.05486152,0.03862553,0.08217279,66.00000000,60.00000000,0.52380952,0.06507180,0.04157306,0.10594958,0.74233768,0.87197705,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.90954029,0.81908057
7,VOYA,"Voya Financial, Inc.",Financial Services,9154761728.00000000,2026-09-01,101.05000305,0.00979318,0.22410659,0.49460142,0.22119702,0.37488010,XLF,0.11256361,0.37763205,0.03276150,0.04996026,0.04986973,0.30891384,34.00000000,29.00000000,0.53968254,0.03013080,0.05589679,0.17895058,0.04200557,0.04996026,0.02830104,0.27161755,71.00000000,54.00000000,0.56800000,0.04824641,0.04151239,0.25059036,1.00549230,0.68242658,sector_coverage,quiet_drift_sector_coverage_top,126d,up,same_direction,0.89756340,0.79512680
8,WELL,Welltower Inc.,Real Estate,173239926784.00000000,2026-09-01,240.41999817,0.03140280,0.23071406,0.15586538,0.22780449,0.03614405,XLRE,0.21806749,0.14808505,0.03841899,0.01474994,0.04771037,0.25849473,38.00000000,25.00000000,0.60317460,0.03194316,0.05513457,0.33662113,0.04925030,0.01474994,0.03165742,0.09314716,72.00000000,54.00000000,0.57142857,0.03395316,0.02955447,0.11933768,1.02151224,0.82757809,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.87444390,0.74888779
9,LXP,LXP Industrial Trust,Real Estate,3585191424.00000000,2026-09-01,60.81000137,0.00628829,0.20726628,0.25278122,0.20435671,0.13305989,XLRE,0.19461972,0.24500089,0.03999317,0.03862591,0.07960319,0.37646169,39.00000000,23.00000000,0.62903226,0.04340607,0.09626565,0.38986854,0.04013448,0.03862591,0.03255053,0.18318945,70.00000000,54.00000000,0.56451613,0.04340607,0.04392582,0.22022161,0.97131487,0.14818507,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.84923381,0.69846762
