rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,MRNA,"Moderna, Inc.",Healthcare,,NMS,61590126592.00000000,2026-09-01,154.27000427,0.09925900,-0.02870993,1.79778756,2.38014913,2.09592612,0.00290957,0.11972133,1.79236297,2.37723956,1.97620479,XLV,0.05812372,0.17260933,0.09525324,1.73966384,2.20753980,2.00067289,0.85034901,4670721612.16926384,9.15918949,1.76969516,2026-08-19,1.76969516,0.62248905,0.48850182,-0.14175938,,0.84275728,-0.11532286,5.89937388,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,87.57720000,2026-07-10,5,10,10,1.00000000,0.00000000,True,True
2,MNST,Monster Beverage Corporation,Consumer Defensive,,NMS,88137744384.00000000,2026-09-01,44.99000168,-0.02025254,-0.07674939,0.86719249,0.00987660,0.11004202,0.00290957,0.11972133,0.86176790,0.00696703,-0.00967931,XLP,0.00459580,0.04179394,-0.02837928,0.86259669,-0.03191734,0.13842130,0.61851001,481199214.45512962,1.70741972,0.94127424,2026-08-03,0.94127424,0.36226017,0.27780588,-0.02661684,0.01293425,1.02012868,-0.09965978,0.91121495,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,50.71290000,2026-08-10,5,8,8,8.00000000,6.00000000,True,True
3,ALMS,Alumis Inc.,Healthcare,,NMS,1225751808.00000000,2026-09-01,9.47000027,-0.56579548,-0.60475790,-0.63744257,-0.52744512,-0.66358791,0.00290957,0.11972133,-0.64286716,-0.53035469,-0.78330923,XLV,0.05812372,0.17260933,0.09525324,-0.69556629,-0.70005444,-0.75884114,6.99936508,32961070.66034126,2.86123118,0.56579548,2026-09-01,-0.56579548,0.48848985,0.70880933,,,0.54607979,-0.68745873,1.39746839,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,38.41040000,2026-07-10,1,1,1,,,True,False
4,IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,,NGM,3750603264.00000000,2026-09-01,8.27999973,0.01346385,-0.01895733,0.91666653,1.01951218,1.20799993,0.00290957,0.11972133,0.91124194,1.01660261,1.08827860,XLV,0.05812372,0.17260933,0.09525324,0.85854281,0.84690285,1.11274669,0.42843302,139862394.56152469,1.71078901,0.43087553,2026-08-06,0.43087553,0.35874836,0.58452617,0.04991948,0.44766501,0.37096765,-0.07897665,3.57458563,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,34.71770000,2026-07-17,5,10,19,2.00000000,-2.00000000,True,True
5,AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,,NMS,3767213312.00000000,2026-09-01,33.81000137,0.00177782,-0.09743721,0.67625192,1.54401817,1.39617308,0.00290957,0.11972133,0.67082733,1.54110860,1.27645176,XLV,0.05812372,0.17260933,0.09525324,0.61812820,1.37140884,1.30091985,0.54150281,131504801.05460262,4.25938249,0.63835745,2026-08-18,0.63835745,0.48197234,0.44084658,0.06693245,-0.03702647,0.39570693,-0.14750374,2.43597570,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,33.72390000,2026-08-06,5,10,11,6.00000000,1.00000000,True,True
6,ABCL,AbCellera Biologics Inc.,Healthcare,,NMS,3655254016.00000000,2026-09-01,11.27999973,-0.01742159,-0.09760002,0.93481988,0.84013043,2.04043116,0.00290957,0.11972133,0.92939529,0.83722086,1.92070984,XLV,0.05812372,0.17260933,0.09525324,0.87669616,0.66752110,1.94517793,0.46532428,108785536.18529281,1.93682685,0.34776340,2026-08-10,0.34776340,0.26014858,0.52179424,0.19914343,0.13597425,0.26406933,-0.09760002,3.05755390,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,32.60780000,2026-07-28,5,10,17,3.00000000,-3.00000000,True,True
7,HTFL,"Heartflow, Inc.",Healthcare,,NMS,4385071104.00000000,2026-09-01,50.43000031,0.00079383,0.01082383,0.88452914,0.70659904,1.11269370,0.00290957,0.11972133,0.87910456,0.70368947,0.99297237,XLV,0.05812372,0.17260933,0.09525324,0.82640542,0.53398971,1.01744046,0.87897435,98043529.40693855,1.72424459,0.35698167,2026-08-14,0.35698167,0.44171010,0.84802478,0.18227181,0.13545620,0.25959371,0.00000000,1.46120063,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,31.27660000,2026-07-20,5,10,13,5.00000000,-2.00000000,True,True
8,IESC,"IES Holdings, Inc.",Industrials,,NGM,11978124288.00000000,2026-09-01,300.58999634,-0.00795381,-0.04035378,-0.59627420,-0.55627888,-0.40165615,0.00290957,0.11972133,-0.60169879,-0.55918845,-0.52137748,XLI,-0.05694479,-0.00838169,-0.01544691,-0.53932941,-0.54789719,-0.38620924,1.28046566,104861560.01347657,2.42950932,0.54275660,2026-08-25,-0.54275660,0.47367351,0.65308498,-0.04035378,,0.50991180,-0.62140412,0.00000000,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,30.92060000,2026-08-04,5,7,6,11.00000000,3.00000000,True,True
9,ASST,"Strive, Inc.",Financial Services,,NGM,2152402176.00000000,2026-09-01,24.00000000,-0.00908337,0.12201967,1.03389827,0.48883367,1.88115249,0.00290957,0.11972133,1.02847369,0.48592410,1.76143116,XLF,-0.00313699,0.11154298,0.11696938,1.03703526,0.37729069,1.76418311,2.39442105,142716451.03987330,0.96197381,0.15078120,2026-08-19,0.15078120,0.14221593,0.69518829,0.45960629,,0.09485436,-0.86531986,2.34961621,spy_relative;sector_relative;volume;single_day_move;gap,5,threshold_and_sector_coverage,30.65820000,2026-08-20,5,9,9,4.00000000,-5.00000000,True,True
10,TEAM,Atlassian Corporation,Technology,,NMS,47344553984.00000000,2026-09-01,187.02999878,-0.03677190,0.12337073,0.80339408,0.71429882,1.38619553,0.00290957,0.11972133,0.79796950,0.71138925,1.26647420,XLK,0.03145364,-0.07350793,0.33556363,0.77194044,0.78780675,1.05063189,0.90293460,895610624.15454865,1.55973248,0.35309077,2026-08-07,0.35309077,0.36197982,0.64522387,0.08821355,0.15254571,0.31737312,-0.03677190,2.27261581,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,30.24180000,2026-07-27,5,10,18,7.00000000,-3.00000000,True,True
