rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,spy_relative_21d,sector_etf,sector_etf_return_21d,sector_relative_21d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
93,RBLX,Roblox Corporation,Communication Services,,NYQ,39439687680.00000000,2026-07-10,55.34999847,-0.01913879,-0.00108286,0.28720927,0.26292323,XLC,0.00143520,0.28577407,0.55564817,571715261.52732849,1.22247940,0.14255674,0.07022708,-0.60899972,0.33986920,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,9.89850000,2026-07-10,2,2,2,73.00000000,-20.00000000,True,False
94,AA,Alcoa Corporation,Basic Materials,,NYQ,12855761920.00000000,2026-07-10,48.68000031,-0.00082104,0.00000000,-0.32771720,-0.35200323,XLB,0.00236358,-0.33008078,0.89195290,381524727.62861252,0.93206255,0.09473830,0.06319521,-0.41902375,0.71408454,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,9.87950000,2026-07-10,1,1,1,,,True,False
95,CNXC,Concentrix Corporation,Technology,,NMS,1518136576.00000000,2026-07-10,22.20000076,0.05865529,-0.05932202,-0.18651521,-0.21080124,XLK,0.02771474,-0.21422995,0.78228177,64388376.41074181,1.13327028,0.11196983,0.20650017,-0.64193547,0.05865529,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.86250000,2026-07-10,2,2,2,98.00000000,3.00000000,True,False
96,RXT,"Rackspace Technology, Inc.",Technology,,NMS,1147666944.00000000,2026-07-10,5.34000015,0.22196803,-0.06643351,0.14592282,0.12163678,XLK,0.02771474,0.11820807,1.44787124,155363804.96081829,0.48955476,0.33586627,0.14370244,-0.29083665,12.05623480,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.84900000,2026-07-10,2,2,2,39.00000000,-57.00000000,True,False
97,IRDM,Iridium Communications Inc,Communication Services,,NMS,5148415488.00000000,2026-07-10,50.06000137,-0.01086740,-0.06865114,0.10997790,0.08569186,XLC,0.00143520,0.10854270,0.63193978,175671338.66006851,1.58025473,0.25436580,0.18933818,-0.10157932,2.16035359,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,9.82010000,2026-07-10,2,2,2,96.00000000,-1.00000000,True,False
98,MLKN,"MillerKnoll, Inc.",Consumer Cyclical,,NMS,1385955968.00000000,2026-07-10,20.15999985,0.00900902,-0.05882354,0.34221034,0.31792430,XLY,0.01182355,0.33038678,0.52831140,20211178.44648838,1.22779305,0.12006959,0.05800464,-0.11811027,0.45244954,spy_relative;sector_relative;single_day_move,3,threshold,9.81920000,2026-07-10,1,1,1,,,True,False
99,NUTX,Nutex Health Inc.,Healthcare,,NCM,1232791808.00000000,2026-07-10,183.91000366,0.00299958,-0.06421409,0.35827188,0.33398584,XLV,0.04056407,0.31770780,0.94517296,22855363.93577576,0.81631159,0.11599208,0.03695852,-0.06421409,1.27273860,spy_relative;sector_relative;single_day_move,3,threshold,9.80320000,2026-07-10,2,2,2,118.00000000,19.00000000,True,False
100,FOUR,"Shift4 Payments, Inc.",Technology,,NYQ,4879176192.00000000,2026-07-10,50.81000137,0.03083791,-0.01051601,0.33324588,0.30895984,XLK,0.02771474,0.30553114,0.58759177,79139855.83650589,1.20646553,0.14352220,0.02560597,-0.52429545,0.42604546,spy_relative;sector_relative;single_day_move,3,threshold,9.73150000,2026-07-10,2,2,2,70.00000000,-30.00000000,True,False
101,UMC,United Microelectronics Corpora,Technology,,NYQ,58780037120.00000000,2026-07-10,24.34000015,-0.02091715,-0.00814999,0.22434614,0.20006010,XLK,0.02771474,0.19663139,0.72862944,457885843.38945389,1.56762119,0.14202658,0.11710962,-0.13102464,2.69908821,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,9.70570000,2026-07-10,2,2,2,68.00000000,-33.00000000,True,False
102,NAVN,"Navan, Inc.",Technology,,NMS,6645675520.00000000,2026-07-10,25.92000008,0.01131490,0.00973899,0.25338490,0.22909886,XLK,0.02771474,0.22567015,0.86350804,146461466.32652283,0.88962665,0.11931060,0.16195491,-0.04880734,2.04582836,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.70270000,2026-07-10,2,2,2,89.00000000,-13.00000000,True,False
103,FRMI,Fermi Inc.,Real Estate,,NMS,4026305792.00000000,2026-07-10,6.59000015,-0.09972678,-0.18238216,0.17259792,0.14831188,XLRE,-0.01156327,0.18416119,1.02965483,176765957.32121229,0.89904786,0.22597865,0.16051915,-0.79741776,0.37291664,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,9.67730000,2026-07-10,1,1,1,,,True,False
104,BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,,NMS,1311245824.00000000,2026-07-10,62.25999832,0.03370411,0.05974465,0.36445314,0.34016710,XLY,0.01182355,0.35262959,0.57297878,33026174.05778885,1.17064364,0.07043999,0.02099234,0.00000000,1.17009401,spy_relative;sector_relative;single_day_move,3,threshold,9.66620000,2026-07-10,1,1,1,,,True,False
105,VRNS,"Varonis Systems, Inc.",Technology,,NMS,5329778176.00000000,2026-07-10,44.52999878,-0.02794155,0.03896403,0.37099752,0.34671148,XLK,0.02771474,0.34328277,0.92786606,98717143.18773270,0.81030305,0.07092631,0.03768198,-0.29663564,1.20554718,spy_relative;sector_relative;single_day_move,3,threshold,9.63820000,2026-07-10,1,1,1,,,True,False
106,ATAI,AtaiBeckley Inc.,Healthcare,,NGM,1829788416.00000000,2026-07-10,5.17000008,-0.03001873,-0.00385356,0.32904883,0.30476279,XLV,0.04056407,0.28848475,0.95494698,50498774.25750971,1.13769193,0.15502184,0.04347826,-0.19844958,0.95094335,spy_relative;sector_relative;single_day_move,3,threshold,9.63020000,2026-07-10,1,1,1,,,True,False
107,LEGN,Legend Biotech Corporation,Healthcare,,NMS,4981074432.00000000,2026-07-10,27.07999992,-0.01095688,-0.09461718,-0.19140046,-0.21568650,XLV,0.04056407,-0.23196453,0.48957799,69632573.95178795,0.81766273,0.16676611,0.11515515,-0.38898917,0.62642646,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.62310000,2026-07-10,2,2,2,50.00000000,-57.00000000,True,False
108,GLXY,Galaxy Digital Inc.,Financial Services,,NMS,9104166912.00000000,2026-07-10,24.87999916,-0.00876499,0.01179337,-0.23867812,-0.26296416,XLF,0.06195196,-0.30063009,0.73087636,220743562.23543167,0.68254246,0.10348262,0.07592722,-0.41950539,0.47743462,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,9.60790000,2026-07-10,2,2,2,146.00000000,38.00000000,True,False
109,VERA,"Vera Therapeutics, Inc.",Healthcare,,NGM,2978990592.00000000,2026-07-10,42.00000000,-0.01060072,0.01941746,0.32033954,0.29605350,XLV,0.04056407,0.27977547,1.85555049,101815366.17361069,1.06140535,0.09518382,0.02733914,-0.24555413,1.18181818,spy_relative;sector_relative;volume;single_day_move,4,threshold,9.58850000,2026-07-10,1,1,1,,,True,False
110,HNGE,"Hinge Health, Inc.",Healthcare,,NYQ,6964211712.00000000,2026-07-10,88.80000305,-0.01245546,0.05651398,0.41446328,0.39017724,XLV,0.04056407,0.37389921,0.63904954,180155147.37510681,0.68992932,0.06490933,0.03806944,-0.01245546,1.84889326,spy_relative;sector_relative,2,threshold,9.55100000,2026-07-10,1,1,1,,,True,False
111,BULL,Webull Corporation,Technology,,NCM,3871639808.00000000,2026-07-10,7.38000011,0.01095889,0.02928871,0.34181820,0.31753216,XLK,0.02771474,0.31410346,0.59096207,76977294.50986147,1.08100887,0.11272725,0.03822630,-0.58399097,0.59395247,spy_relative;sector_relative;single_day_move,3,threshold,9.50580000,2026-07-10,1,1,1,,,True,False
112,AVAH,Aveanna Healthcare Holdings Inc,Healthcare,,NMS,2105692800.00000000,2026-07-10,9.69999981,-0.01221995,0.06593400,0.41193595,0.38764991,XLV,0.04056407,0.37137188,1.14878473,21043604.85911608,0.58481785,0.04725267,0.04090267,-0.05550152,1.59358283,spy_relative;sector_relative,2,threshold,9.48780000,2026-07-10,1,1,1,,,True,False
113,PBF,PBF Energy Inc.,Energy,,NYQ,6796229120.00000000,2026-07-10,53.18000031,-0.00243859,0.11231957,0.31764122,0.29335518,XLE,-0.04025087,0.35789209,0.98450631,125155647.58970261,0.93779197,0.09162201,0.06469322,-0.00243859,1.45295201,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,9.44950000,2026-07-10,1,1,1,,,True,False
114,TE,T1 Energy Inc.,Industrials,,NYQ,1827831296.00000000,2026-07-10,6.84999990,-0.05647387,-0.19976641,-0.19030734,-0.21459338,XLI,0.03599084,-0.22629819,0.84597555,291727552.48697281,0.93132282,0.19653178,0.07740379,-0.43106313,4.90517250,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.42450000,2026-07-10,2,2,2,95.00000000,-19.00000000,True,False
115,VSH,"Vishay Intertechnology, Inc.",Technology,,NYQ,6432669184.00000000,2026-07-10,44.66999817,0.01430511,-0.02722126,-0.23745311,-0.26173915,XLK,0.02771474,-0.26516786,0.71564447,446076019.99343872,1.44411528,0.10330016,0.08635396,-0.31171037,2.77918776,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.29570000,2026-07-10,2,2,2,111.00000000,-4.00000000,True,False
116,OUST,"Ouster, Inc.",Technology,,NMS,2693811712.00000000,2026-07-10,43.27999878,-0.08941721,-0.13162121,0.12357213,0.09928609,XLK,0.02771474,0.09585738,0.95270513,263115385.73869705,1.76748573,0.28676818,0.10804018,-0.30774155,1.60252561,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,9.25770000,2026-07-10,2,2,2,78.00000000,-38.00000000,True,False
117,PAY,"Paymentus Holdings, Inc.",Technology,,NYQ,3640343552.00000000,2026-07-10,28.22999954,-0.00141496,0.04323725,0.33728085,0.31299481,XLK,0.02771474,0.30956610,0.74469849,36030546.99432373,1.24745914,0.10155147,0.02359270,-0.27485232,0.39683329,spy_relative;sector_relative;single_day_move,3,threshold,9.23270000,2026-07-10,2,2,2,145.00000000,28.00000000,True,False
118,ENVX,Enovix Corporation,Industrials,,NMS,1079859456.00000000,2026-07-10,5.19999981,-0.03703709,-0.02985081,-0.22962966,-0.25391570,XLI,0.03599084,-0.26562050,1.21608985,32478014.58809853,1.06453074,0.11298928,0.07707317,-0.67357190,0.07438009,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.20940000,2026-07-10,2,2,2,140.00000000,22.00000000,True,False
119,DOCN,"DigitalOcean Holdings, Inc.",Technology,,NYQ,12867060736.00000000,2026-07-10,130.49000549,-0.07348758,0.00276647,-0.22479651,-0.24908254,XLK,0.02771474,-0.25251125,0.90794082,571185952.06680298,0.84337315,0.09994464,0.10375280,-0.28021396,4.06954183,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.17990000,2026-07-10,2,2,2,82.00000000,-37.00000000,True,False
120,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,,NYQ,4427055616.00000000,2026-07-10,76.75000000,0.01306755,0.00431827,0.37866001,0.35437397,XLP,0.00023786,0.37842214,0.63407991,240936495.97530365,0.90697228,0.06947559,0.02910873,-0.47671643,0.54831552,spy_relative;sector_relative,2,threshold_and_sector_coverage,9.16000000,2026-07-10,1,1,1,,,True,False
121,AMAT,"Applied Materials, Inc.",Technology,,NMS,456836317184.00000000,2026-07-10,602.50000000,0.02351107,-0.00089543,0.20690693,0.18262090,XLK,0.02771474,0.17919219,0.75340788,8009999493.46527100,1.94137243,0.13418346,0.09957931,-0.16666667,2.85600000,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,9.15640000,2026-07-10,2,2,2,107.00000000,-14.00000000,True,False
122,PRCT,PROCEPT BioRobotics Corporation,Healthcare,,NGM,1207817856.00000000,2026-07-10,20.88999939,0.05772149,-0.00665722,-0.27414875,-0.29843479,XLV,0.04056407,-0.31471283,0.85955752,41899917.27158546,1.13092422,0.10396245,0.04466020,-0.65218117,0.05772149,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,9.14950000,2026-07-10,1,1,1,,,True,False
123,BBIO,"BridgeBio Pharma, Inc.",Healthcare,,NMS,16272152576.00000000,2026-07-10,85.88999939,-0.04746589,0.11270886,0.26906027,0.24477423,XLV,0.04056407,0.22849620,1.78629856,385555899.28157806,1.24713060,0.15115532,0.07238603,-0.04746589,0.91675958,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.10930000,2026-07-10,2,2,2,131.00000000,8.00000000,True,False
124,VECO,Veeco Instruments Inc.,Technology,,NMS,3403226880.00000000,2026-07-10,57.40000153,-0.00087031,-0.00156549,-0.14570621,-0.16999225,XLK,0.02771474,-0.17342096,0.52040591,125706478.00935745,1.62372764,0.18477022,0.07410274,-0.30876685,1.87863591,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,9.07330000,2026-07-10,2,2,2,67.00000000,-57.00000000,True,False
125,GPC,Genuine Parts Company,Consumer Cyclical,,NYQ,17187842048.00000000,2026-07-10,125.62000275,0.01086349,-0.05242517,0.26365555,0.23936951,XLY,0.01182355,0.25183200,1.19695081,263354986.18045807,1.58281300,0.12921640,0.02542061,-0.15838130,0.35849466,spy_relative;sector_relative;volatility;single_day_move,4,threshold,9.04120000,2026-07-10,2,2,2,114.00000000,-11.00000000,True,False
126,FRVO,Fervo Energy Company,Utilities,,NMS,7619518976.00000000,2026-07-10,27.12999916,-0.00804392,-0.02374961,-0.19183797,-0.21612401,XLU,0.03251479,-0.22435275,1.51416747,98471602.62604713,,0.16037339,0.08691933,-0.36164708,0.15103944,spy_relative;sector_relative;single_day_move;gap,4,threshold,9.03870000,2026-07-10,2,2,2,99.00000000,-27.00000000,True,False
127,AMBA,"Ambarella, Inc.",Technology,,NMS,3158509312.00000000,2026-07-10,77.30000305,-0.01377895,-0.01352728,0.17566545,0.15137941,XLK,0.02771474,0.14795070,0.82361274,133714693.06871414,1.93062032,0.28040591,0.06109461,-0.19066065,0.58890032,spy_relative;sector_relative;volatility;single_day_move,4,threshold,9.03450000,2026-07-10,2,2,2,76.00000000,-51.00000000,True,False
128,UCTT,"Ultra Clean Holdings, Inc.",Technology,,NMS,4404385792.00000000,2026-07-10,106.26999664,0.00075331,-0.00197226,0.15661732,0.13233129,XLK,0.02771474,0.12890258,1.19227948,185318372.10651398,1.71695136,0.17833161,0.14458424,-0.25471632,3.91308372,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,9.02310000,2026-07-10,2,2,2,139.00000000,11.00000000,True,False
129,VSAT,"ViaSat, Inc.",Technology,,NMS,9497006080.00000000,2026-07-10,73.55999756,0.04503478,-0.11437515,0.15045354,0.12616750,XLK,0.02771474,0.12273879,0.68433093,241107162.32353210,1.73556505,0.23793384,0.08781273,-0.18093754,4.08362102,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,8.92190000,2026-07-10,2,2,2,103.00000000,-26.00000000,True,False
130,RMBS,"Rambus, Inc.",Technology,,NMS,11150003200.00000000,2026-07-10,112.09999847,-0.01778672,-0.00726178,-0.23658403,-0.26087007,XLK,0.02771474,-0.26429877,0.70419586,470184620.02426147,1.02131923,0.08810469,0.07509803,-0.34313843,0.78361179,spy_relative;sector_relative;single_day_move;gap,4,threshold,8.89610000,2026-07-10,2,2,2,132.00000000,2.00000000,True,False
131,SENEA,Seneca Foods Corp.,Consumer Defensive,,NMS,1195538048.00000000,2026-07-10,176.69000244,0.01069669,-0.03962384,0.21519952,0.19091348,XLP,0.00023786,0.21496165,0.58177217,28557995.85144043,1.93525565,0.17532328,0.03545334,-0.03962384,0.76266965,spy_relative;sector_relative;volatility;single_day_move,4,threshold,8.86820000,2026-07-10,2,2,2,110.00000000,-21.00000000,True,False
132,EWTX,"Edgewise Therapeutics, Inc.",Healthcare,,NMS,4440363520.00000000,2026-07-10,45.40999985,-0.06080659,0.14787660,0.33323541,0.30894937,XLV,0.04056407,0.29267134,0.80332469,65357548.63389969,0.78164647,0.08936382,0.02771396,-0.06080659,2.58123019,spy_relative;sector_relative;single_day_move,3,threshold,8.79690000,2026-07-10,1,1,1,,,True,False
133,CXT,"Crane NXT, Co.",Industrials,,NYQ,2902436864.00000000,2026-07-10,50.83000183,0.01761764,-0.03180949,0.32888894,0.30460290,XLI,0.03599084,0.29289809,0.56604221,64031785.14173508,1.29316879,0.09098159,0.05550367,-0.26237122,0.40686411,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,8.76850000,2026-07-10,1,1,1,,,True,False
134,TDOC,"Teladoc Health, Inc.",Healthcare,,NYQ,1741951232.00000000,2026-07-10,9.27999973,0.00760040,0.00869564,0.33910533,0.31481930,XLV,0.04056407,0.29854126,0.83595902,36972954.54155684,0.90332530,0.07311331,0.02071339,-0.02521016,1.07606268,spy_relative;sector_relative;single_day_move,3,threshold,8.71150000,2026-07-10,1,1,1,,,True,False
135,VKTX,"Viking Therapeutics, Inc.",Healthcare,,NCM,4425946624.00000000,2026-07-10,38.86000061,-0.05542049,0.03792740,0.32945608,0.30517004,XLV,0.04056407,0.28889201,0.94402301,109254769.26444054,1.13842285,0.08834932,0.02355644,-0.07761691,0.68297966,spy_relative;sector_relative;single_day_move,3,threshold,8.68790000,2026-07-10,1,1,1,,,True,False
136,CCC,CCC Intelligent Solutions Holdi,Technology,,NMS,3656639488.00000000,2026-07-10,5.92000008,0.10037174,0.06093193,0.24631581,0.22202977,XLK,0.02771474,0.21860106,0.93595212,51344497.14922428,1.05639747,0.11581303,0.10594790,-0.40977066,0.40284369,spy_relative;sector_relative;single_day_move;gap,4,threshold,8.67590000,2026-07-10,2,2,2,87.00000000,-49.00000000,True,False
137,ACLS,"Axcelis Technologies, Inc.",Technology,,NMS,4197020672.00000000,2026-07-10,143.35000610,0.00293860,-0.00795844,-0.12894209,-0.15322813,XLK,0.02771474,-0.15665684,0.76426354,118120669.59098816,1.61173214,0.18970449,0.07019358,-0.25182671,1.11774266,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,8.66090000,2026-07-10,2,2,2,138.00000000,1.00000000,True,False
138,KOD,Kodiak Sciences Inc,Healthcare,,NGM,2571973888.00000000,2026-07-10,41.31000137,0.03068861,0.07187339,0.33000651,0.30572047,XLV,0.04056407,0.28944243,0.82650227,32850789.50101852,0.48271629,0.08409231,0.03052367,-0.11046506,7.71519058,spy_relative;sector_relative;single_day_move,3,threshold,8.64090000,2026-07-10,1,1,1,,,True,False
139,SNDX,"Syndax Pharmaceuticals, Inc.",Healthcare,,NMS,2028283392.00000000,2026-07-10,23.61000061,-0.04951689,0.08203487,0.33465234,0.31036630,XLV,0.04056407,0.29408827,0.90635392,48605793.44037056,1.02072829,0.07571934,0.02941174,-0.06123257,1.56351797,spy_relative;sector_relative;single_day_move,3,threshold,8.63740000,2026-07-10,1,1,1,,,True,False
140,HUN,Huntsman Corporation,Basic Materials,,NYQ,2037976960.00000000,2026-07-10,11.13000011,0.02960219,0.02865069,-0.23452544,-0.25881148,XLB,0.00236358,-0.23688902,0.51924937,103823419.85842228,1.33825927,0.17054751,0.06230338,-0.29955948,0.50000000,spy_relative;sector_relative;single_day_move,3,threshold,8.63260000,2026-07-10,1,1,1,,,True,False
141,GPGI,"GPGI, Inc.",Industrials,,NYQ,4131974912.00000000,2026-07-10,14.59000015,-0.02538411,-0.12895521,0.24914382,0.22485778,XLI,0.03599084,0.21315297,0.75245786,28837676.91338062,1.09384991,0.13828121,0.08203126,-0.43884615,0.26649302,spy_relative;sector_relative;single_day_move;gap,4,threshold,8.62250000,2026-07-10,2,2,2,130.00000000,-11.00000000,True,False
142,HOOD,"Robinhood Markets, Inc.",Financial Services,,NMS,98929491968.00000000,2026-07-10,111.97000122,-0.02727825,-0.00674179,0.33663610,0.31235006,XLF,0.06195196,0.27468413,0.64265310,3313676416.06269836,0.96001179,0.08778821,0.05934112,-0.26557788,0.71838543,spy_relative;sector_relative;single_day_move,3,threshold,8.59200000,2026-07-10,1,1,1,,,True,False
143,CGON,"CG Oncology, Inc.",Healthcare,,NMS,6394679296.00000000,2026-07-10,75.23999786,0.02618655,0.06935755,0.32768661,0.30340057,XLV,0.04056407,0.28712254,0.74428876,86404744.89023209,0.75788803,0.08464306,0.05411220,0.00000000,2.14220083,spy_relative;sector_relative;single_day_move,3,threshold,8.59070000,2026-07-10,1,1,1,,,True,False
144,BTDR,Bitdeer Technologies Group,Technology,,NCM,2951394560.00000000,2026-07-10,13.28999996,-0.07257502,-0.04043324,-0.23664560,-0.26093164,XLK,0.02771474,-0.26436035,0.91296159,161775630.91156960,0.97159404,0.14092352,0.06505888,-0.48687258,0.82554939,spy_relative;sector_relative;single_day_move,3,threshold,8.57930000,2026-07-10,1,1,1,,,True,False
145,NTSK,"Netskope, Inc.",Technology,,NMS,5170222592.00000000,2026-07-10,12.31999969,-0.00805156,0.05209220,0.36888885,0.34460282,XLK,0.02771474,0.34117411,0.50036524,67914476.68057442,0.57948288,0.06581356,0.05066374,-0.52229549,0.59379038,spy_relative;sector_relative,2,threshold,8.57220000,2026-07-10,1,1,1,,,True,False
146,CENX,Century Aluminum Company,Basic Materials,,NMS,4494411264.00000000,2026-07-10,44.66999817,-0.00975399,0.02079524,-0.26662291,-0.29090895,XLB,0.00236358,-0.26898649,0.67180176,126194231.06533051,0.96805145,0.10851446,0.04314430,-0.35044350,1.28725021,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,8.54890000,2026-07-10,1,1,1,,,True,False
147,IDYA,"IDEAYA Biosciences, Inc.",Healthcare,,NMS,3480334080.00000000,2026-07-10,36.99000168,-0.00777889,-0.01752988,0.31777706,0.29349102,XLV,0.04056407,0.27721299,0.77766631,52092045.72175980,1.07944800,0.09606148,0.01953252,-0.08689205,0.72608498,spy_relative;sector_relative;single_day_move,3,threshold,8.50610000,2026-07-10,1,1,1,,,True,False
148,CAPR,"Capricor Therapeutics, Inc.",Healthcare,,NMS,1193564160.00000000,2026-07-10,21.51000023,-0.04399999,-0.07324424,-0.17301038,-0.19729642,XLV,0.04056407,-0.21357445,0.96215618,43222670.47142982,1.05354515,0.13026313,0.10526312,-0.39134125,3.67608710,spy_relative;sector_relative;single_day_move;gap,4,threshold,8.50050000,2026-07-10,2,2,2,106.00000000,-42.00000000,True,False
149,FPS,"Forgent Power Solutions, Inc.",Industrials,,NYQ,12971715584.00000000,2026-07-10,45.75000000,-0.00866742,-0.02368759,-0.19947509,-0.22376113,XLI,0.03599084,-0.23546593,1.46488771,443788465.79532623,0.85190283,0.10669529,0.08457308,-0.29168598,0.63568113,spy_relative;sector_relative;single_day_move;gap,4,threshold,8.47270000,2026-07-10,1,1,1,,,True,False
150,GLOB,Globant S.A.,Technology,,NYQ,1388050048.00000000,2026-07-10,29.95999908,-0.04250565,-0.07843738,-0.20042706,-0.22471310,XLK,0.02771474,-0.22814180,1.03726102,75972574.32638168,1.22853925,0.11181742,0.08350191,-0.67888534,0.08041830,spy_relative;sector_relative;single_day_move;gap,4,threshold,8.45100000,2026-07-10,1,1,1,,,True,False
