rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,MRNA,"Moderna, Inc.",Healthcare,,NMS,55449874432.00000000,2026-08-24,138.88999939,-0.04299597,1.15466958,1.56870723,1.96267057,1.76178160,0.02391228,0.11881762,1.53549708,1.93875828,1.64296399,XLV,0.07461395,0.16552137,0.10193014,1.49409329,1.79714920,1.65985146,15.70023534,3515137349.22373581,9.25268864,1.76969516,2026-08-19,1.76969516,0.67450540,0.49729583,,,0.84275728,-0.20352107,5.21153826,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,90.08140000,2026-07-10,4,4,4,1.00000000,0.00000000,True,True
2,AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,,NMS,4250789376.00000000,2026-08-24,38.15000153,-0.01319189,0.78021470,1.07224345,1.80927848,1.74460450,0.02391228,0.11881762,1.03903329,1.78536619,1.62578688,XLV,0.07461395,0.16552137,0.10193014,0.99762950,1.64375711,1.64267436,4.84205541,124888505.37419549,4.13273477,0.63835745,2026-08-18,0.63835745,0.47342372,0.61227489,,,0.39570693,-0.03807358,3.48823547,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold,45.67580000,2026-08-06,5,5,5,3.00000000,1.00000000,True,True
3,REPL,"Replimune Group, Inc.",Healthcare,,NMS,1385970816.00000000,2026-08-24,14.71000004,-0.00406232,0.00546821,0.51649488,1.99592678,0.75327764,0.02391228,0.11881762,0.48328473,1.97201450,0.63446003,XLV,0.07461395,0.16552137,0.10193014,0.44188093,1.83040541,0.65134750,0.37272260,85137833.74076319,2.03730061,1.07024032,2026-07-31,1.07024032,0.46415225,0.20316512,0.07678577,0.33660719,1.10332718,-0.05584081,7.65294096,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,43.97370000,2026-08-04,5,10,14,4.00000000,1.00000000,True,True
4,HTFL,"Heartflow, Inc.",Healthcare,,NMS,4365071872.00000000,2026-08-24,50.20000076,0.00904524,0.19694808,1.08126032,0.70227200,1.26585417,0.02391228,0.11881762,1.04805017,0.67835971,1.14703656,XLV,0.07461395,0.16552137,0.10193014,1.00664638,0.53675063,1.16392403,1.74943742,79066272.69211921,1.66801097,0.35698167,2026-08-14,0.35698167,0.39614593,0.87448279,0.18227181,,0.25959371,0.00000000,1.44997566,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,35.60390000,2026-07-20,5,7,7,6.00000000,2.00000000,True,True
5,TEAM,Atlassian Corporation,Technology,,NMS,43370274816.00000000,2026-08-24,171.33000183,-0.00279376,0.08203869,0.97203047,1.00573643,1.48989984,0.02391228,0.11881762,0.93882032,0.98182414,1.37108222,XLK,0.02370934,-0.00188478,0.29981228,0.94832113,1.00762121,1.19008756,0.81434557,780259198.93871760,1.53320010,0.35309077,2026-08-07,0.35309077,0.33443307,0.68396918,0.08821355,0.15254571,0.31737312,-0.06048475,1.99790021,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,34.18950000,2026-07-27,5,10,12,5.00000000,0.00000000,True,True
6,ABCL,AbCellera Biologics Inc.,Healthcare,,NMS,3438142464.00000000,2026-08-24,10.60999966,-0.06272085,-0.05267859,0.99811672,1.04038462,2.50165008,0.02391228,0.11881762,0.96490656,1.01647234,2.38283247,XLV,0.07461395,0.16552137,0.10193014,0.92350277,0.87486326,2.39971995,0.76384100,95837373.79937944,1.59011300,0.34776340,2026-08-10,0.34776340,0.30796219,0.64955184,0.19914343,0.13597425,0.26406933,-0.11656957,2.81654668,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,33.40570000,2026-07-28,5,10,11,7.00000000,1.00000000,True,True
7,MNST,Monster Beverage Corporation,Consumer Defensive,,NMS,95836807168.00000000,2026-08-24,48.91999817,0.02364506,0.07469239,0.04574603,0.13345687,0.16809926,0.02391228,0.11881762,0.01253588,0.10954458,0.04928164,XLP,0.03946273,0.03124993,-0.01708446,0.00628330,0.10220694,0.18518372,0.93927545,533809917.37777025,3.36793014,0.94127424,2026-08-03,0.94127424,0.30656711,0.01532844,-0.02661684,0.01293425,1.02012868,-0.02101267,1.07816467,volatility;single_day_move;gap,3,threshold,30.26530000,2026-08-10,2,2,2,2.00000000,-5.00000000,True,False
8,OMER,Omeros Corporation,Healthcare,,NGM,1398542336.00000000,2026-08-24,19.31999969,0.00259467,0.11290317,0.97344226,0.68586384,0.68881122,0.02391228,0.11881762,0.94023211,0.66195156,0.56999361,XLV,0.07461395,0.16552137,0.10193014,0.89882832,0.52034248,0.58688108,0.85475384,38894562.69956531,1.28291267,0.26549966,2026-08-13,0.26549966,0.31595369,0.85828884,0.07377514,,0.21444198,0.00000000,3.79404434,spy_relative;sector_relative;single_day_move;gap,4,threshold,29.84460000,2026-08-13,5,8,8,10.00000000,2.00000000,True,True
9,LIFE,Ethos Technologies Inc.,Financial Services,,NMS,3519188224.00000000,2026-08-24,36.72000122,0.07494149,0.04407174,0.98486493,1.07457625,2.33818193,0.02391228,0.11881762,0.95165478,1.05066397,2.21936431,XLF,0.03391937,0.12090879,0.14764443,0.95094556,0.95366746,2.19053750,1.03980466,51774523.35243607,0.94789411,0.21112570,2026-08-04,0.21112570,0.21652345,0.73052593,0.20976496,0.23001804,0.19710907,0.00000000,2.72791876,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,29.61440000,2026-08-06,5,10,13,12.00000000,3.00000000,True,True
10,NIQ,NIQ Global Intelligence plc,Technology,,NYQ,5657253888.00000000,2026-08-24,19.18000031,0.02129923,0.11188408,0.78418607,1.24327484,0.73261073,0.02391228,0.11881762,0.75097592,1.21936256,0.61379312,XLK,0.02370934,-0.00188478,0.29981228,0.76047674,1.24515962,0.43279845,0.70988893,30797136.21729813,2.20418600,0.41952050,2026-08-11,0.41952050,0.50035508,0.75704689,0.04463207,,0.17380134,0.00000000,1.40652457,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,28.83860000,2026-08-11,5,10,10,8.00000000,-2.00000000,True,True
