rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,,NMS,8876820480.00000000,2026-07-20,83.87000275,0.00011927,0.00239040,1.34601406,1.04560982,0.48626621,0.04499114,0.07201265,1.34448901,1.00061868,0.41425356,XLV,0.05666507,0.07022847,0.01458966,1.28934899,0.97538135,0.47167655,0.57224339,639265171.19756699,6.66647799,0.98738999,2026-07-07,0.98738999,0.78019911,0.88850985,0.00215492,,0.98857969,-0.00047671,2.12364996,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,65.59540000,2026-07-10,5,6,6,1.00000000,0.00000000,True,True
2,DFTX,"Definium Therapeutics, Inc.",Healthcare,,NMS,5681411072.00000000,2026-07-20,42.79999924,-0.03364194,-0.01947313,0.75194428,0.88712516,1.78283478,0.04499114,0.07201265,0.75041922,0.84213402,1.71082213,XLV,0.05666507,0.07022847,0.01458966,0.69527921,0.81689669,1.76824512,0.37435078,206038294.06637192,3.47861724,0.49795747,2026-06-22,0.49795747,0.41006641,0.50547655,0.26943009,0.21298069,0.57598050,-0.11661510,4.07109021,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,35.73230000,2026-07-10,5,6,6,3.00000000,1.00000000,True,True
3,TRAX,"First Tracks Biotherapeutics, I",Healthcare,,NMS,1286482048.00000000,2026-07-20,36.86999893,0.00958375,0.05312770,1.02916889,0.63793863,,0.04499114,0.07201265,1.02764384,0.59294749,,XLV,0.05666507,0.07022847,0.01458966,0.97250382,0.56771016,,0.68292284,26090203.07236671,,0.55994226,2026-07-09,0.55994226,0.37694226,0.52445791,0.11759251,,0.02861863,0.00000000,1.40665794,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,33.00100000,2026-07-10,5,6,6,4.00000000,1.00000000,True,True
4,ATAI,AtaiBeckley Inc.,Healthcare,,NGM,2659972352.00000000,2026-07-20,7.19000006,-0.00415509,0.44668015,0.76658471,0.78411903,0.93800539,0.04499114,0.07201265,0.76505965,0.73912788,0.86599274,XLV,0.05666507,0.07022847,0.01458966,0.70991963,0.71389056,0.92341573,4.84476114,134436206.66791677,2.03805391,0.33395521,2026-07-16,0.33395521,0.27996528,0.50557052,,,0.31809699,-0.00415509,1.17220549,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold,31.80250000,2026-07-10,5,6,6,6.00000000,2.00000000,True,True
5,APGE,"Apogee Therapeutics, Inc.",Healthcare,,NGM,10145338368.00000000,2026-07-20,134.14999390,0.00111936,0.00246590,0.51701904,0.45498914,0.66130023,0.04499114,0.07201265,0.51549398,0.40999799,0.58928758,XLV,0.05666507,0.07022847,0.01458966,0.46035397,0.38476066,0.64671057,0.20144327,806465697.22434998,2.84113549,0.46658561,2026-06-22,0.46658561,0.90723001,0.96829734,0.00045264,0.00746881,0.46713886,-0.00104252,2.87157252,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,27.43110000,2026-07-10,5,6,6,7.00000000,2.00000000,True,True
6,CDNA,"CareDx, Inc.",Healthcare,,NGM,1982174208.00000000,2026-07-20,38.36999893,-0.03423108,0.33414460,0.63415672,0.79131647,0.86533785,0.04499114,0.07201265,0.63263166,0.74632533,0.79332520,XLV,0.05666507,0.07022847,0.01458966,0.57749164,0.72108800,0.85074819,1.81813587,35968667.51264572,1.93382858,0.35596639,2026-07-16,0.35596639,0.37235469,0.54879708,,,0.22352946,-0.04883493,2.31633535,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold,25.70430000,2026-07-15,4,4,4,8.00000000,2.00000000,True,True
7,MAN,ManpowerGroup,Industrials,,NYQ,2470004992.00000000,2026-07-20,53.11000061,0.01471151,0.30748405,0.54884804,0.70607138,0.71488543,0.04499114,0.07201265,0.54732298,0.66108023,0.64287278,XLI,-0.00824060,0.02656908,0.07443598,0.55708863,0.67950230,0.64044945,1.86779101,73913139.98350143,2.27273078,0.32368019,2026-07-16,0.32368019,0.32314387,0.45911654,,,0.19887233,0.00000000,1.06252430,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,23.82300000,2026-07-16,3,3,3,9.00000000,2.00000000,True,True
8,GRPN,"Groupon, Inc.",Communication Services,,NMS,1061652288.00000000,2026-07-20,27.95000076,0.00431192,0.18734068,0.68780203,0.96692475,0.67465547,0.04499114,0.07201265,0.68627698,0.92193360,0.60264282,XLC,0.01465207,-0.06968930,-0.04655362,0.67314996,1.03661405,0.72120909,0.88468653,44620984.76109505,1.46291983,0.24890827,2026-06-25,0.24890827,0.23598578,0.51474500,0.11800703,0.13854896,0.02834148,-0.24234206,1.89937757,spy_relative;sector_relative;single_day_move,3,threshold_and_sector_coverage,20.54870000,2026-07-16,3,3,3,13.00000000,5.00000000,True,True
9,SLS,"SELLAS Life Sciences Group, Inc",Healthcare,,NCM,2452991488.00000000,2026-07-20,12.47999954,-0.05382866,-0.01109353,0.60824732,1.39080461,2.24999995,0.04499114,0.07201265,0.60672226,1.34581346,2.17798730,XLV,0.05666507,0.07022847,0.01458966,0.55158224,1.32057613,2.23541029,0.71823444,153008476.45859718,1.35955617,0.24697332,2026-06-29,0.24697332,0.15570667,0.31007746,-0.12621358,-0.13333330,0.07586760,-0.19223303,7.97841703,spy_relative;sector_relative;single_day_move;gap,4,threshold,19.09080000,2026-07-10,5,6,6,10.00000000,1.00000000,True,True
10,ABVX,Abivax SA,Healthcare,,NGM,11461627904.00000000,2026-07-20,131.50000000,-0.03768748,-0.03294599,0.31303043,0.09437413,0.12585613,0.04499114,0.07201265,0.31150538,0.04938299,0.05384348,XLV,0.05666507,0.07022847,0.01458966,0.25636536,0.02414566,0.11126647,0.47314172,289217248.72608185,1.57439868,0.38595936,2026-06-30,0.38595936,0.45517942,0.34623159,0.03962178,0.02761525,0.36136248,-0.09503818,12.15000000,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,18.82400000,2026-07-10,5,6,6,11.00000000,1.00000000,True,True
