rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,MRNA,"Moderna, Inc.",Healthcare,,NMS,63410638848.00000000,2026-08-25,158.83000183,0.14356687,1.52271290,1.85511413,2.37720617,2.14390341,0.02041054,0.11429403,1.81882633,2.35679563,2.02960938,XLV,0.07276622,0.18032456,0.11034395,1.78234791,2.19688161,2.03355947,17.38575678,3891272098.25457239,9.24864431,1.76969516,2026-08-19,1.76969516,0.64624953,0.52382922,,,0.84275728,-0.08917309,6.10330937,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,98.15990000,2026-07-10,5,5,5,1.00000000,0.00000000,True,True
2,REPL,"Replimune Group, Inc.",Healthcare,,NMS,1488670208.00000000,2026-08-25,15.80000019,0.07409926,0.01412068,0.83082271,2.43478272,0.88995225,0.02041054,0.11429403,0.79453492,2.41437218,0.77565823,XLV,0.07276622,0.18032456,0.11034395,0.75805649,2.25445817,0.77960831,0.39927602,81187870.13518576,1.81105978,1.07024032,2026-07-31,1.07024032,0.47155754,0.30175300,0.07678577,0.33660719,1.10332718,0.00000000,8.29411750,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,51.66570000,2026-08-04,5,10,15,3.00000000,1.00000000,True,True
3,ABCL,AbCellera Biologics Inc.,Healthcare,,NMS,4050592000.00000000,2026-08-25,12.50000000,0.17813387,0.12410073,1.38095238,1.36294898,2.88198754,0.02041054,0.11429403,1.34466459,1.34253844,2.76769351,XLV,0.07276622,0.18032456,0.11034395,1.30818616,1.18262442,2.77164360,0.80515670,100948911.80721760,1.68721474,0.34776340,2026-08-10,0.34776340,0.26832042,0.71209703,0.19914343,0.13597425,0.26406933,0.00000000,3.49640292,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,43.02590000,2026-07-28,5,10,12,6.00000000,3.00000000,True,True
4,AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,,NMS,4173907200.00000000,2026-08-25,37.45999908,-0.01808656,0.06693245,0.92201126,1.73830397,1.54656689,0.02041054,0.11429403,0.88572347,1.71789343,1.43227286,XLV,0.07276622,0.18032456,0.11034395,0.84924505,1.55797941,1.43622295,1.76551924,125568064.80073090,4.14624342,0.63835745,2026-08-18,0.63835745,0.48811259,0.56751561,0.06693245,,0.39570693,-0.05547153,3.08951962,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,39.22360000,2026-08-06,5,6,6,2.00000000,-2.00000000,True,True
5,HTFL,"Heartflow, Inc.",Healthcare,,NMS,4338116096.00000000,2026-08-25,49.88999939,-0.00617533,0.10302896,0.96649577,0.75669014,1.19104077,0.02041054,0.11429403,0.93020798,0.73627960,1.07674674,XLV,0.07276622,0.18032456,0.11034395,0.89372956,0.57636559,1.08069683,1.30951285,81522364.00239754,1.67556249,0.35698167,2026-08-14,0.35698167,0.41728429,0.85186723,0.18227181,,0.25959371,-0.00617533,1.43484626,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,32.72450000,2026-07-20,5,8,8,4.00000000,-1.00000000,True,True
6,MNST,Monster Beverage Corporation,Consumer Defensive,,NMS,95464595456.00000000,2026-08-25,48.72999954,-0.00388386,0.02849300,0.04246445,0.12294041,0.15078517,0.02041054,0.11429403,0.00617666,0.10252987,0.03649114,XLP,0.01358946,0.03455697,-0.03588145,0.02887499,0.08838344,0.18666662,0.80756491,532637496.56207883,3.36913199,0.94127424,2026-08-03,0.94127424,0.30625434,0.01423606,-0.02661684,0.01293425,1.02012868,-0.02481492,1.07009336,volatility;single_day_move;gap,3,threshold,30.26610000,2026-08-10,3,3,3,7.00000000,1.00000000,True,True
7,IESC,"IES Holdings, Inc.",Industrials,,NGM,12481812480.00000000,2026-08-25,313.23001099,-0.54275660,-0.60548390,-0.49968852,-0.52515728,-0.38063788,0.02041054,0.11429403,-0.53597632,-0.54556782,-0.49493191,XLI,-0.02620089,0.02352261,0.00802350,-0.47348763,-0.54867989,-0.38866138,0.80404030,131072854.45948792,3.61269002,0.54275660,2026-08-25,-0.54275660,0.32765225,0.37244654,,,0.50982422,-0.60548390,0.00000000,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,30.06360000,2026-08-04,2,7,1,,,True,False
8,PURR,Hyperliquid Strategies Inc,Financial Services,,NCM,2380690944.00000000,2026-08-25,11.86999989,0.11560146,0.64861114,0.87223968,0.40473375,2.00506323,0.02041054,0.11429403,0.83595189,0.38432321,1.89076920,XLF,0.02514065,0.12459022,0.14378191,0.84709903,0.28014352,1.86128131,5.60472164,138089121.87497687,1.11628459,0.30416675,2026-08-19,0.30416675,0.30806672,0.67152628,,,0.08682641,0.00000000,2.82903234,spy_relative;sector_relative;volume;single_day_move;gap,5,threshold_and_sector_coverage,29.73750000,2026-07-16,5,5,5,12.00000000,4.00000000,True,True
9,LIFE,Ethos Technologies Inc.,Financial Services,,NMS,3695531008.00000000,2026-08-25,38.56000137,0.05010893,0.13378428,0.97946624,0.99792761,2.37062961,0.02041054,0.11429403,0.94317844,0.97751707,2.25633559,XLF,0.02514065,0.12459022,0.14378191,0.95432558,0.87333739,2.22684770,1.06370371,54584387.07426643,0.91789413,0.21112570,2026-08-04,0.21112570,0.21716131,0.72974155,0.20976496,0.23001804,0.19710907,0.00000000,2.91472080,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,29.55070000,2026-08-06,5,10,14,9.00000000,0.00000000,True,True
10,IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,,NGM,3823078656.00000000,2026-08-25,8.43999958,0.04714630,0.20056889,0.72244886,1.05853653,1.23280414,0.02041054,0.11429403,0.68616107,1.03812599,1.11851011,XLV,0.07276622,0.18032456,0.11034395,0.64968264,0.87821198,1.12246019,1.41841719,136866693.74899840,1.82031735,0.43087553,2026-08-06,0.43087553,0.31562519,0.42317173,0.04991948,0.44766501,0.37096765,-0.06117911,3.66298334,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,29.36650000,2026-07-17,5,10,14,11.00000000,1.00000000,True,True
11,TEAM,Atlassian Corporation,Technology,,NMS,42145083392.00000000,2026-08-25,166.49000549,-0.02824956,0.02141108,0.73662252,0.96055121,1.33899979,0.02041054,0.11429403,0.70033472,0.94014068,1.22470576,XLK,0.04268504,-0.01836445,0.29518241,0.69393748,0.97891566,1.04381737,0.73103269,774290003.10167003,1.56166319,0.35309077,2026-08-07,0.35309077,0.36009003,0.59797493,0.08821355,0.15254571,0.31737312,-0.08702564,1.91321087,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,28.04760000,2026-07-27,5,10,13,5.00000000,-6.00000000,True,True
12,NIQ,NIQ Global Intelligence plc,Technology,,NYQ,5674950656.00000000,2026-08-25,19.23999977,0.00312823,0.11085451,0.73803074,1.30419148,0.68328952,0.02041054,0.11429403,0.70174295,1.28378095,0.56899550,XLK,0.04268504,-0.01836445,0.29518241,0.69534570,1.32255593,0.38810711,0.72721134,30681383.06129827,2.40954795,0.41952050,2026-08-11,0.41952050,0.51677409,0.74842503,0.04463207,0.16043425,0.17380134,0.00000000,1.41405273,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,27.54600000,2026-08-11,5,10,11,10.00000000,-2.00000000,True,True
13,HZO,"MarineMax, Inc.  (FL)",Consumer Cyclical,,NYQ,1152485888.00000000,2026-08-25,52.18000031,0.00095913,0.00000000,0.43944828,0.50591625,0.83023500,0.02041054,0.11429403,0.40316049,0.48550571,0.71594097,XLY,0.06414653,-0.01255756,0.01036491,0.37530176,0.51847380,0.81987010,0.52691874,46748578.90907364,3.55999025,0.46076229,2026-08-10,0.46076229,0.67516578,0.60592272,0.00249426,0.00019191,0.45431611,-0.00533738,1.43490432,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,25.17670000,2026-08-10,5,10,12,13.00000000,0.00000000,True,True
14,DKS,Dick's Sporting Goods Inc,Consumer Cyclical,,NYQ,11126060032.00000000,2026-08-25,124.30999756,-0.30680870,-0.35092943,-0.39537941,-0.46677821,-0.41498426,0.02041054,0.11429403,-0.43166720,-0.48718875,-0.52927829,XLY,0.06414653,-0.01255756,0.01036491,-0.45952593,-0.45422066,-0.42534917,7.47857995,568888861.10592651,3.18690523,0.30680870,2026-08-25,-0.30680870,0.41520551,0.62813111,,,0.20615625,-0.48024418,0.00000000,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,24.74740000,2026-08-25,1,1,1,,,True,False
15,CAI,"Caris Life Sciences, Inc.",Healthcare,,NMS,7917886464.00000000,2026-08-25,28.01000023,0.07194800,0.33571775,0.79206654,0.80476800,0.53901094,0.02041054,0.11429403,0.75577875,0.78435746,0.42471691,XLV,0.07276622,0.18032456,0.11034395,0.71930032,0.62444345,0.42866699,1.30871846,119294787.77068214,1.50941527,0.21580541,2026-08-06,0.21580541,0.22987393,0.64926187,0.10900002,0.22900000,0.15501514,-0.27038289,0.92508590,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,24.74220000,2026-08-07,5,10,13,19.00000000,4.00000000,True,True
16,ASST,"Strive, Inc.",Financial Services,,NGM,1918328448.00000000,2026-08-25,21.38999939,0.08413583,0.67109368,0.75471699,0.18176790,1.98534536,0.02041054,0.11429403,0.71842920,0.16135736,1.87105133,XLF,0.02514065,0.12459022,0.14378191,0.72957634,0.05717767,1.84156345,4.44152361,80950731.15307903,0.91372742,0.15078120,2026-08-19,0.15078120,0.13681306,0.52507251,,,0.09485436,-0.87996633,1.98534536,spy_relative;sector_relative;volume;single_day_move;gap,5,threshold,24.07670000,2026-08-20,4,4,4,17.00000000,1.00000000,True,True
17,ETON,"Eton Pharmaceuticals, Inc.",Healthcare,,NGM,1802166656.00000000,2026-08-25,63.04999924,-0.02141861,-0.00599087,0.49019138,1.01502069,2.44912456,0.02041054,0.11429403,0.45390358,0.99461015,2.33483053,XLV,0.07276622,0.18032456,0.11034395,0.41742516,0.83469613,2.33878061,0.96272414,36783682.44033585,2.59373899,0.44264710,2026-08-14,0.44264710,0.42155962,0.41147476,0.07832145,,0.34632356,-0.02141861,3.39372805,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,23.89180000,2026-07-21,5,8,8,14.00000000,-3.00000000,True,True
18,TWST,Twist Bioscience Corporation,Healthcare,,NMS,9495157760.00000000,2026-08-25,151.41999817,0.07542610,0.30422050,0.74971108,1.33420675,2.11948898,0.02041054,0.11429403,0.71342328,1.31379621,2.00519496,XLV,0.07276622,0.18032456,0.11034395,0.67694486,1.15388219,2.00914504,1.48929101,221933190.20883256,1.73002868,0.22644273,2026-08-19,0.22644273,0.18210236,0.46658097,,,0.10868383,0.00000000,5.26738407,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,23.32050000,2026-07-13,5,8,5,31.00000000,13.00000000,True,True
