rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,QMCO,Quantum Corporation,Technology,,NGM,1028995136.00000000,2026-08-14,26.11000061,0.05794166,1.16860471,1.71979162,1.96704546,3.50949927,0.03765193,0.13954820,1.68566431,1.92939353,3.36995107,XLK,0.07035821,0.05855150,0.36491621,1.64943341,1.90849396,3.14458306,7.15622508,40805429.20472336,2.18536874,0.64685909,2026-08-11,0.64685909,0.40000644,0.69295949,,,0.23259769,0.00000000,5.05800486,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,59.68500000,2026-08-14,1,1,1,,,True,False
2,UTZ,Utz Brands Inc,Consumer Defensive,,NYQ,2039944448.00000000,2026-08-14,14.17000008,0.00070623,0.00425233,0.91228075,1.03884899,0.27313566,0.03765193,0.13954820,0.87815344,1.00119706,0.13358746,XLP,0.00326301,0.01306181,-0.03497369,0.90901774,1.02578717,0.30810935,0.28343531,96705453.12510987,6.22262905,0.88724843,2026-07-21,0.88724843,0.89159667,0.87246003,0.00142244,0.00426739,0.88993292,0.00000000,1.08382348,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold_and_sector_coverage,51.87640000,2026-07-21,5,10,15,1.00000000,-1.00000000,True,True
3,REPL,"Replimune Group, Inc.",Healthcare,,NMS,1403101568.00000000,2026-08-14,14.97000027,-0.01448317,0.24129351,0.51671737,2.66014663,0.91923076,0.03765193,0.13954820,0.48259006,2.62249470,0.77968255,XLV,0.03442517,0.14144438,0.07288458,0.48229220,2.51870225,0.84634617,0.73810695,84372534.89741512,2.06219530,1.07024032,2026-07-31,1.07024032,0.46997125,0.20605788,0.07678577,0.33660719,1.10332718,-0.01771650,7.80588226,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,44.48680000,2026-08-04,5,8,8,2.00000000,-1.00000000,True,True
4,ABCL,AbCellera Biologics Inc.,Healthcare,,NMS,3489238528.00000000,2026-08-14,11.38000011,0.03737464,0.64213570,0.84740266,1.58636361,2.87074826,0.03765193,0.13954820,0.81327535,1.54871168,2.73120006,XLV,0.03442517,0.14144438,0.07288458,0.81297750,1.44491923,2.79786368,4.46460822,78469236.28700376,1.69830108,0.34776340,2026-08-10,0.34776340,0.28953044,0.53627230,,,0.26406933,0.00000000,3.09352526,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,32.68120000,2026-07-28,5,6,5,7.00000000,3.00000000,True,True
5,HZO,"MarineMax, Inc.  (FL)",Consumer Cyclical,,NYQ,1148952064.00000000,2026-08-14,52.02000046,-0.00038433,0.45795964,0.51927564,0.56263139,0.75092568,0.03765193,0.13954820,0.48514833,0.52497946,0.61137748,XLY,0.01984465,-0.00076088,-0.00109866,0.49943099,0.56339227,0.75202435,8.49379730,41049099.16463089,3.22735653,0.46076229,2026-08-10,0.46076229,0.57082542,0.57852504,,,0.45431611,-0.00838732,1.42743816,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,32.25010000,2026-08-10,5,5,5,3.00000000,-2.00000000,True,True
6,UMAC,"Unusual Machines, Inc.",Technology,,ASE,1701518592.00000000,2026-08-14,34.06000137,0.25036717,0.30448106,1.04687516,1.01181339,1.87183831,0.03765193,0.13954820,1.01274784,0.97416146,1.73229011,XLK,0.07035821,0.05855150,0.36491621,0.97651694,0.95326189,1.50692210,1.81916758,108804796.40860081,1.01715603,0.25036717,2026-08-14,0.25036717,0.15466081,0.45867914,,,0.16850221,0.00000000,3.38917531,spy_relative;sector_relative;volume;single_day_move;gap,5,threshold_and_sector_coverage,31.86030000,2026-08-10,5,5,5,61.00000000,55.00000000,True,True
7,ARX,Accelerant Holdings,Financial Services,,NYQ,4272382208.00000000,2026-08-14,19.57999992,0.00358789,0.57142856,0.46776609,0.46556889,0.71905174,0.03765193,0.13954820,0.43363878,0.42791696,0.57950354,XLF,0.02484581,0.13394422,0.12516931,0.44292028,0.33162468,0.59388244,8.71126796,112576048.48615713,2.74148838,0.43350483,2026-08-13,0.43350483,0.35214900,0.32910417,,,0.44085240,-0.34841929,1.09188041,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,30.11510000,2026-08-13,2,2,2,5.00000000,-2.00000000,True,False
8,FBRX,"Forte Biosciences, Inc.",Healthcare,,NCM,1631030912.00000000,2026-08-14,76.83000183,-0.00039030,0.00052091,0.74138721,1.95500007,1.57732315,0.03765193,0.13954820,0.70725990,1.91734814,1.43777495,XLV,0.03442517,0.14144438,0.07288458,0.70696204,1.81355569,1.50443857,0.43308727,167234343.73193130,1.14916819,0.39649510,2026-07-27,0.39649510,0.42428713,0.65723588,0.00078428,0.00483664,0.39485223,-0.00194858,6.45922334,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,28.98270000,2026-07-17,5,6,6,6.00000000,-2.00000000,True,True
9,AXTI,AXT Inc,Technology,,NMS,5341148672.00000000,2026-08-14,81.63999939,0.05409945,-0.07834728,0.79152951,-0.28996350,2.29326327,0.03765193,0.13954820,0.75740220,-0.32761543,2.15371506,XLK,0.07035821,0.05855150,0.36491621,0.72117130,-0.34851500,1.92834706,0.93033921,781790606.30440068,1.18094395,0.28738820,2026-07-31,0.28738820,0.14216308,0.29864362,0.46582825,0.35098459,0.42117599,-0.42029398,38.82439087,spy_relative;sector_relative;single_day_move;gap,4,threshold,28.60450000,2026-07-10,5,10,21,21.00000000,12.00000000,True,True
10,TEAM,Atlassian Corporation,Technology,,NMS,41166221312.00000000,2026-08-14,162.22000122,-0.02265330,0.08821355,0.75638805,1.00618353,0.87580938,0.03765193,0.13954820,0.72226073,0.96853160,0.73626117,XLK,0.07035821,0.05855150,0.36491621,0.68602984,0.94763203,0.51089317,1.05679244,670493122.11784363,1.70081287,0.35309077,2026-08-07,0.35309077,0.29033515,0.48679353,0.08821355,,0.31737312,-0.11044088,1.83849513,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,28.31560000,2026-07-27,5,7,6,4.00000000,-6.00000000,True,True
