rank,ticker,company_name,sector,market_cap,market_data_date,price,return_21d,return_63d,return_126d,spy_relative_63d,spy_relative_126d,sector_etf,sector_relative_63d,sector_relative_126d,max_daily_move_63d,max_gap_63d,max_1d_share_of_abs_move_63d,directional_efficiency_63d,positive_days_63d,negative_days_63d,positive_day_ratio_63d,relative_max_daily_move_63d,relative_max_1d_share_of_abs_move_63d,relative_directional_efficiency_63d,max_daily_move_126d,max_gap_126d,max_1d_share_of_abs_move_126d,directional_efficiency_126d,positive_days_126d,negative_days_126d,positive_day_ratio_126d,relative_max_daily_move_126d,relative_max_1d_share_of_abs_move_126d,relative_directional_efficiency_126d,volume_ratio_5d_vs_prev20d,volatility_ratio_20d_vs_prev120d,selection_bucket,selection_reason,anchor_horizon,drift_direction,trend_consistency,tail_percentile,tail_distance
1,RLJ,RLJ Lodging Trust,Real Estate,1841580800.00000000,2026-07-23,12.06000042,0.06631299,0.52658231,0.55012855,0.48866107,0.47312247,XLRE,0.49229787,0.46829939,0.05029941,0.01981976,0.05788814,0.49004241,46.00000000,16.00000000,0.74193548,0.04703570,0.05117388,0.42357399,0.06796113,0.03606099,0.03546984,0.22980149,76.00000000,47.00000000,0.61788618,0.04864073,0.02646217,0.19568036,0.89916083,0.92788183,global_tail,quiet_drift_sector_relative_63d_top;quiet_drift_sector_coverage_top,63d,up,same_direction,0.96472831,0.92945663
2,MKTX,"MarketAxess Holdings, Inc.",Financial Services,4062514688.00000000,2026-07-23,114.30999756,-0.03266481,-0.29702972,-0.33513638,-0.33495097,-0.41214246,XLF,-0.36636515,-0.37946864,0.04725805,0.02633699,0.04549099,0.33729206,26.00000000,37.00000000,0.41269841,0.04899431,0.04524315,0.38736143,0.05482655,0.03678877,0.03011758,0.22355295,59.00000000,67.00000000,0.46825397,0.05929133,0.02827681,0.21535060,0.59508966,1.04726624,global_tail,quiet_drift_sector_relative_63d_bottom;quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.03908484,0.92183031
3,DINO,HF Sinclair Corporation,Energy,16060738560.00000000,2026-07-23,89.08999634,0.35704485,0.49831816,0.78073153,0.46039691,0.70372545,XLE,0.44808823,0.56268023,0.06329457,0.05262419,0.04929765,0.31658283,39.00000000,24.00000000,0.61904762,0.04659570,0.04486979,0.34217250,0.10855659,0.17113220,0.04092931,0.21810303,74.00000000,52.00000000,0.58730159,0.13389480,0.06336304,0.17971951,1.11210735,0.84586366,global_tail,quiet_drift_sector_relative_63d_top;quiet_drift_sector_coverage_top,63d,up,same_direction,0.95805529,0.91611058
4,CAKE,The Cheesecake Factory Incorpor,Consumer Cyclical,4196425728.00000000,2026-07-23,84.45999908,0.09617126,0.33491384,0.41166633,0.29699259,0.33466025,XLY,0.42042631,0.51578494,0.06946504,0.03781718,0.06301202,0.26333093,37.00000000,26.00000000,0.58730159,0.07562418,0.06195013,0.30986315,0.06946504,0.03781718,0.03086318,0.15354555,70.00000000,56.00000000,0.55555556,0.07562418,0.03302725,0.19858843,1.25539939,0.88129802,global_tail,quiet_drift_sector_relative_63d_top;quiet_drift_sector_coverage_top,63d,up,same_direction,0.95138227,0.90276454
5,STN,Stantec Inc,Industrials,7613971968.00000000,2026-07-23,66.75000000,-0.01982377,-0.25882743,-0.32555321,-0.29674867,-0.40255929,XLI,-0.32255527,-0.41920554,0.06621332,0.02540746,0.06738855,0.30312046,26.00000000,37.00000000,0.41269841,0.07798405,0.07320037,0.33913851,0.11651668,0.04101496,0.05879179,0.19754842,57.00000000,69.00000000,0.45238095,0.11185708,0.05946566,0.25697820,0.72675977,0.75600500,sector_coverage,quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.06053384,0.87893232
6,MPC,Marathon Petroleum Corporation,Energy,91163049984.00000000,2026-07-23,312.26998901,0.25651852,0.40617814,0.75946584,0.36825689,0.68245976,XLE,0.35594821,0.54141453,0.05654298,0.03729413,0.04862776,0.29426101,37.00000000,26.00000000,0.58730159,0.04101623,0.05533377,0.39374815,0.06031314,0.05341863,0.02601325,0.24461096,70.00000000,55.00000000,0.56000000,0.04648533,0.02798973,0.22143432,0.90459602,0.83914333,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.93803622,0.87607245
7,MSGE,Madison Square Garden Entertain,Communication Services,3612700672.00000000,2026-07-23,76.37000275,-0.00091575,0.23836558,0.28699027,0.20044433,0.20998419,XLC,0.34440562,0.36768468,0.03412869,0.03241234,0.04367326,0.27438125,35.00000000,28.00000000,0.55555556,0.04936135,0.05603659,0.36995709,0.04232166,0.03241234,0.02443972,0.14607120,65.00000000,61.00000000,0.51587302,0.04936135,0.02950548,0.20110702,0.75173411,0.96050255,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.93231649,0.86463298
8,REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,5313445376.00000000,2026-07-23,25.20999908,0.02939973,0.20853300,0.03830306,0.17061175,-0.03870302,XLY,0.29404547,0.14242167,0.05063290,0.05683415,0.06737963,0.25310958,34.00000000,28.00000000,0.54838710,0.05602543,0.07613992,0.37889417,0.09628613,0.05683415,0.06068015,0.02373276,61.00000000,64.00000000,0.48800000,0.09931138,0.05917810,0.08791378,0.63984692,0.79290143,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.91563394,0.83126787
9,CON,Concentra Group Holdings Parent,Healthcare,4034635008.00000000,2026-07-23,31.53000069,0.10013960,0.39266791,0.43383361,0.35474667,0.35682753,XLV,0.28978503,0.41374004,0.03704905,0.02838983,0.04691732,0.42205273,36.00000000,26.00000000,0.58064516,0.03829707,0.04895578,0.29822321,0.03903506,0.03113012,0.02377859,0.22026444,66.00000000,57.00000000,0.53658537,0.03962662,0.02590924,0.22260269,0.73187233,1.00919642,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.91325071,0.82650143
10,MSM,"MSC Industrial Direct Company, ",Industrials,7027139584.00000000,2026-07-23,125.83000183,0.08231550,0.30164481,0.44019684,0.26372357,0.36319076,XLI,0.23791698,0.34654451,0.06480626,0.03025656,0.07822023,0.32025980,32.00000000,30.00000000,0.51612903,0.06256101,0.08482211,0.27367318,0.06480626,0.03999128,0.03902944,0.22083753,64.00000000,61.00000000,0.51200000,0.06256101,0.04409579,0.19401337,0.67585669,0.81673314,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.88751192,0.77502383
11,MUFG,"Mitsubishi UFJ Financial Group,",Financial Services,255082872832.00000000,2026-07-23,22.62000084,0.12146756,0.30149608,0.23877331,0.26357484,0.16176723,XLF,0.23216065,0.19444104,0.03660188,0.03660188,0.04366650,0.31534477,40.00000000,23.00000000,0.63492063,0.03698348,0.04777271,0.25379557,0.04876709,0.06246551,0.02813499,0.12372859,70.00000000,56.00000000,0.55555556,0.04070079,0.02557953,0.10730870,0.99173918,1.01298668,sector_coverage,quiet_drift_sector_coverage_top,63d,up,same_direction,0.88560534,0.77121068
12,BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,2781591296.00000000,2026-07-23,16.48999977,-0.09146005,-0.17632371,-0.15435899,-0.21424495,-0.23136506,XLRE,-0.21060815,-0.23618815,0.04647678,0.03048479,0.06120840,0.25425307,27.00000000,35.00000000,0.43548387,0.04576958,0.06882611,0.34238560,0.04647678,0.03048479,0.03057975,0.11008186,59.00000000,64.00000000,0.47967480,0.04576958,0.03341531,0.17982789,0.86313332,0.84397771,sector_coverage,quiet_drift_sector_coverage_bottom,63d,down,same_direction,0.14299333,0.71401335
13,ABBV,AbbVie Inc.,Healthcare,453924454400.00000000,2026-07-23,256.92001343,0.09439436,0.28139658,0.18861911,0.24347533,0.11161303,XLV,0.17851369,0.16852554,0.06245087,0.02878245,0.07383928,0.29526543,32.00000000,31.00000000,0.50793651,0.05617041,0.09788405,0.26143406,0.06245087,0.07037138,0.03820344,0.10597654,62.00000000,64.00000000,0.49206349,0.05617041,0.04391421,0.11953604,0.53420671,1.14102700,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.84032412,0.68064824
14,EA,Electronic Arts Inc.,Communication Services,52407062528.00000000,2026-07-23,209.00000000,0.02692608,0.03067364,0.02375707,-0.00724760,-0.05324901,XLC,0.13671369,0.10445148,0.00815071,0.00649541,0.07090916,0.26301594,32.00000000,29.00000000,0.52459016,0.03584747,0.07028111,0.27900115,0.02259299,0.01295074,0.06906264,0.07171867,69.00000000,55.00000000,0.55645161,0.03584747,0.03648020,0.10951543,1.07769374,0.62783929,sector_coverage,quiet_drift_sector_coverage_bottom,63d,up,same_direction,0.80123928,0.60247855
