rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,spy_relative_21d,sector_etf,sector_etf_return_21d,sector_relative_21d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,KLAC,KLA Corporation,,,NMS,291064250368.00000000,2026-07-13,222.86000061,-0.03740499,-0.04479018,9.43527961,9.39719875,,,,0.19890246,3804142938.15200520,57.09007051,9.55464297,8.85221694,-0.26134365,25.40834248,spy_relative;volatility;single_day_move;gap,4,threshold,418.48020000,2026-07-13,1,1,1,,,True,False
2,CRWD,"CrowdStrike Holdings, Inc.",,,NMS,188515418112.00000000,2026-07-13,184.94000244,-0.01196704,-0.07242453,3.56825282,3.53017196,,,,0.14402865,1929715657.60231638,19.99333292,3.01646087,2.96003846,-0.07242453,7.44836556,spy_relative;volatility;single_day_move;gap,4,threshold,142.83460000,2026-07-13,1,1,1,,,True,False
3,CRNX,"Crinetics Pharmaceuticals, Inc.",,,NMS,8851418112.00000000,2026-07-13,83.63500214,0.00065806,0.98988828,1.43691733,1.39883647,,,,15.09825253,540201356.82097888,6.50032359,0.98738999,0.98857969,0.00000000,2.11489761,spy_relative;volume;volatility;single_day_move;gap,5,threshold,58.43510000,2026-07-13,1,1,1,,,True,False
4,MLI,"Mueller Industries, Inc.",,,NYQ,12669029376.00000000,2026-07-13,57.22499847,0.00412347,0.00677337,0.72832973,0.69024887,,,,0.41924512,108679803.12269592,8.40838550,0.86838031,1.01382898,-0.01097480,1.74658032,spy_relative;volatility;single_day_move;gap,4,threshold,41.12240000,2026-07-13,1,1,1,,,True,False
5,DD,"DuPont de Nemours, Inc.",,,NYQ,18275551232.00000000,2026-07-13,135.61999512,0.00697953,-0.03849704,-0.66558169,-0.70366255,,,,1.08367934,208780504.15085298,6.97933596,0.67188055,0.65538174,-0.70757057,0.23140197,spy_relative;volatility;single_day_move;gap,4,threshold,32.40960000,2026-07-13,1,1,1,,,True,False
6,DFTX,"Definium Therapeutics, Inc.",,,NMS,6028627968.00000000,2026-07-13,45.10499954,-0.04174634,0.01748247,0.94083477,0.90275390,,,,0.44484508,192811434.96162319,3.36002850,0.49795747,0.57598050,-0.06904027,4.58921949,spy_relative;volatility;single_day_move;gap,4,threshold,28.86640000,2026-07-13,1,1,1,,,True,False
7,QURE,uniQure N.V.,,,NMS,2822019840.00000000,2026-07-13,40.99750137,-0.03829462,-0.00876449,0.52861677,0.49053591,,,,0.44197550,137974652.60748369,2.21245700,0.78436459,0.61356056,-0.41921655,3.54014425,spy_relative;volatility;single_day_move;gap,4,threshold,27.57700000,2026-07-13,1,1,1,,,True,False
8,HQ,Horizon Quantum Holdings Ltd.,,,NCM,1139361024.00000000,2026-07-13,22.25000000,-0.03218790,-0.08133771,1.22277717,1.18469631,,,,0.25385728,40976328.19558945,,0.63336388,0.13125002,-0.42042198,1.67106845,spy_relative;single_day_move;gap,3,threshold,25.73180000,2026-07-13,1,1,1,,,True,False
9,TRAX,"First Tracks Biotherapeutics, I",,,NMS,1213905920.00000000,2026-07-13,34.47999954,-0.04856518,0.72055878,1.09987816,1.06179730,,,,2.24114897,21648246.68520927,,0.55994226,0.02861863,-0.04856518,1.25065276,spy_relative;volume;single_day_move,3,threshold,22.51670000,2026-07-13,1,1,1,,,True,False
10,APGE,"Apogee Therapeutics, Inc.",,,NGM,10053566464.00000000,2026-07-13,133.72500610,0.00056126,0.00168544,0.61659821,0.57851735,,,,0.22128859,787180325.61502230,2.87349037,0.46658561,0.46713886,0.00000000,2.85930737,spy_relative;volatility;single_day_move;gap,4,threshold,22.48600000,2026-07-13,1,1,1,,,True,False
11,BFLY,"Butterfly Network, Inc.",,,NYQ,2048648320.00000000,2026-07-13,7.82499981,-0.01942359,-0.04921018,0.45176252,0.41368166,,,,0.47414638,96105043.41336370,2.00626215,0.55866892,0.26269702,-0.12177329,4.88345831,spy_relative;volatility;single_day_move;gap,4,threshold,18.24230000,2026-07-13,1,1,1,,,True,False
12,ABSI,Absci Corporation,,,NMS,1753293568.00000000,2026-07-13,10.30000019,-0.02830190,-0.10745232,0.61442006,0.57633920,,,,0.52128244,78436192.72569422,1.53044858,0.35964913,0.28340087,-0.11359722,3.47826105,spy_relative;volatility;single_day_move;gap,4,threshold,17.41100000,2026-07-13,1,1,1,,,True,False
13,MBX,"MBX Biosciences, Inc.",,,NMS,2787549696.00000000,2026-07-13,58.04550171,-0.04921372,0.00598788,0.87303976,0.83495890,,,,0.69568174,53107527.09237289,0.74508055,0.20200065,0.14093960,-0.11664126,4.95643944,spy_relative;single_day_move;gap,3,threshold,15.33610000,2026-07-13,1,1,1,,,True,False
14,ABVX,Abivax SA,,,NGM,11969339392.00000000,2026-07-13,137.30000305,-0.01858464,-0.04646158,0.40059170,0.36251084,,,,0.34614209,286028572.68719941,1.49754934,0.38595936,0.36136248,-0.05512349,14.54926435,spy_relative;single_day_move;gap,3,threshold,15.20740000,2026-07-13,1,1,1,,,True,False
15,SLS,"SELLAS Life Sciences Group, Inc",,,NCM,2530661120.00000000,2026-07-13,12.79020023,0.00236677,-0.08248202,0.78883917,0.75075831,,,,0.69897980,137832801.46568903,1.22023023,0.24697332,0.07586760,-0.17215531,8.20158300,spy_relative;single_day_move;gap,3,threshold,13.99650000,2026-07-13,1,1,1,,,True,False
16,IONS,"Ionis Pharmaceuticals, Inc.",,,NMS,9411702784.00000000,2026-07-13,56.75999832,-0.02557943,-0.31762445,-0.22585927,-0.26394013,,,,3.56613311,250636522.80703869,3.38864195,0.23904810,0.19748994,-0.34381505,0.39493734,spy_relative;volume;volatility;single_day_move;gap,5,threshold,13.77580000,2026-07-13,1,1,1,,,True,False
17,ATRO,Astronics Corporation,,,NMS,3592070656.00000000,2026-07-13,72.61000061,0.00151725,0.01142220,0.38448327,0.34640241,,,,0.58809801,68641678.73092118,1.72788890,0.23785404,0.33467124,-0.16683879,2.79867879,spy_relative;volatility;single_day_move;gap,4,threshold,13.66090000,2026-07-13,1,1,1,,,True,False
18,QDEL,QuidelOrtho Corporation,,,NMS,1250622848.00000000,2026-07-13,18.44000053,0.00930488,0.02444447,0.36592597,0.32784510,,,,0.56401822,26449665.34237557,1.52777244,0.32197241,0.23277738,-0.47880158,0.85140567,spy_relative;volatility;single_day_move;gap,4,threshold,13.04160000,2026-07-13,1,1,1,,,True,False
19,MIDD,The Middleby Corporation,,,NMS,6125659648.00000000,2026-07-13,135.47999573,-0.00140048,0.16809834,0.36145190,0.32337104,,,,0.57894735,130314478.20315591,2.16399900,0.20068921,0.25940463,-0.02714346,0.87431258,spy_relative;volatility;single_day_move;gap,4,threshold,12.05760000,2026-07-13,1,1,1,,,True,False
20,WYFI,"WhiteFiber, Inc.",,,NCM,1449963776.00000000,2026-07-13,37.56000137,-0.02441555,0.05683738,0.64592471,0.60784385,,,,1.07544924,118932258.63889427,1.40801966,0.21376513,0.09693992,-0.16104532,2.48423027,spy_relative;single_day_move;gap,3,threshold,12.03670000,2026-07-13,1,1,1,,,True,False
21,PENG,"Penguin Solutions, Inc.",,,NMS,3853451008.00000000,2026-07-13,75.09999847,-0.04148054,0.10914192,0.28332191,0.24524104,,,,2.36144527,304943625.18076056,1.85470445,0.25131562,0.14445267,-0.07728223,3.62438421,spy_relative;volume;volatility;single_day_move;gap,5,threshold,11.26770000,2026-07-13,1,1,1,,,True,False
22,ATEX,Anterix Inc.,,,NCM,1988844160.00000000,2026-07-13,104.00000000,0.03011094,-0.01923803,0.60543381,0.56735294,,,,0.52814369,52098944.05847168,1.17851756,0.25717820,0.05764659,-0.03886144,4.78098951,spy_relative;single_day_move,2,threshold,10.76590000,2026-07-13,1,1,1,,,True,False
23,TECH,Bio-Techne Corp,,,NMS,11101509632.00000000,2026-07-13,71.25000000,-0.00070131,0.00465316,0.35714286,0.31906199,,,,0.47786839,561383687.48044968,1.52255257,0.20074721,0.19276498,-0.00182120,0.64549656,spy_relative;volatility;single_day_move;gap,4,threshold,10.62490000,2026-07-13,1,1,1,,,True,False
24,PRIM,Primoris Services Corporation,,,NYQ,4684913664.00000000,2026-07-13,86.35500336,-0.00282904,-0.04262742,-0.08015546,-0.11823632,,,,0.34153930,221327074.48490295,1.06489322,0.21589441,0.38849915,-0.57443818,0.01653922,spy_relative;single_day_move;gap,3,threshold,10.11210000,2026-07-13,1,1,1,,,True,False
25,KYMR,"Kymera Therapeutics, Inc.",,,NGM,9364779008.00000000,2026-07-13,113.22499847,-0.05131965,-0.01337577,0.44733470,0.40925384,,,,0.44993647,137490390.96062964,1.89662845,0.16611591,0.08941624,-0.05131965,2.00490970,spy_relative;volatility;single_day_move;gap,4,threshold,10.03060000,2026-07-13,1,1,1,,,True,False
26,BWIN,"The Baldwin Insurance Group, In",,,NMS,2658551040.00000000,2026-07-13,27.34000015,0.03169812,0.00922850,0.41146097,0.37338011,,,,0.38045665,49639903.60580654,1.51832167,0.16791690,0.12747035,-0.36403817,0.65696971,spy_relative;volatility;single_day_move;gap,4,threshold,9.89930000,2026-07-13,1,1,1,,,True,False
27,WEN,Wendy's Company (The),,,NMS,1436224000.00000000,2026-07-13,7.51499987,-0.00463580,-0.04873421,0.13348412,0.09540326,,,,0.29016266,251345967.11125526,2.18327881,0.25559103,0.24760378,-0.33613074,0.21799024,spy_relative;volatility;single_day_move;gap,4,threshold,9.83660000,2026-07-13,1,1,1,,,True,False
28,ON,ON Semiconductor Corporation,,,NMS,35779776512.00000000,2026-07-13,91.95500183,-0.04173611,-0.02888373,-0.16533536,-0.20341622,,,,0.57874915,1417433186.95100260,2.03235276,0.23656726,0.17222501,-0.31340994,1.04799552,spy_relative;volatility;single_day_move;gap,4,threshold,9.73750000,2026-07-13,1,1,1,,,True,False
29,AMC,"AMC Entertainment Holdings, Inc",,,NYQ,1684701952.00000000,2026-07-13,1.86699998,-0.01216931,0.07298849,-0.10240382,-0.14048468,,,,0.75276111,113386571.18512969,1.58498253,0.24637684,0.23550728,-0.47259887,0.96526317,spy_relative;volatility;single_day_move;gap,4,threshold,9.69680000,2026-07-13,1,1,1,,,True,False
30,ACN,Accenture plc,,,NYQ,84028825600.00000000,2026-07-13,136.96000671,0.01279310,0.00000000,-0.19671550,-0.23479637,,,,0.49889452,1711408790.81911850,1.85099391,0.17966792,0.18915451,-0.52533443,0.10061077,spy_relative;volatility;single_day_move;gap,4,threshold,9.43780000,2026-07-13,1,1,1,,,True,False
31,AXTI,AXT Inc,,,NMS,3275084800.00000000,2026-07-13,50.58000183,-0.11588878,-0.20371534,-0.40696446,-0.44504532,,,,0.65211509,725473036.69066238,0.89681196,0.15983382,0.10582945,-0.64084356,25.34375154,spy_relative;single_day_move;gap,3,threshold,9.35830000,2026-07-13,1,1,1,,,True,False
32,AVAV,"AeroVironment, Inc.",,,NMS,7262252544.00000000,2026-07-13,142.86000061,-0.01189654,-0.19215108,-0.17388535,-0.21196621,,,,0.79721121,369919876.48397523,1.28717324,0.18755401,0.26978417,-0.65141643,0.04521516,spy_relative;single_day_move;gap,3,threshold,9.18300000,2026-07-13,1,1,1,,,True,False
33,ELVN,"Enliven Therapeutics, Inc.",,,NMS,3584772864.00000000,2026-07-13,50.20399857,-0.01734198,0.00387923,0.35686483,0.31878396,,,,0.38957740,105678517.26054497,0.72270571,0.14296334,0.21648644,-0.03786895,2.31598398,spy_relative;single_day_move;gap,3,threshold,9.11980000,2026-07-13,1,1,1,,,True,False
34,FOXA,Fox Corporation,,,NMS,23296088064.00000000,2026-07-13,55.47000122,0.02494461,-0.00715944,-0.18426469,-0.22234555,,,,0.54464293,587204487.39280248,2.50743486,0.16841307,0.13470006,-0.27118643,0.13691331,spy_relative;volatility;single_day_move;gap,4,threshold,8.78110000,2026-07-13,1,1,1,,,True,False
35,FCEL,"FuelCell Energy, Inc.",,,NGM,1625768064.00000000,2026-07-13,20.20999908,-0.03899199,-0.32021529,0.24676127,0.20868041,,,,0.91176442,358816502.29197121,1.43530375,0.24166663,0.18412939,-0.43876701,4.15561191,spy_relative;single_day_move;gap,3,threshold,8.69130000,2026-07-13,1,1,1,,,True,False
36,MMYT,MakeMyTrip Limited,,,NMS,5587677696.00000000,2026-07-13,58.90000153,0.00477657,0.02702708,0.50793649,0.46985563,,,,0.63658262,66439568.50489998,0.90917928,0.10972731,0.08319815,-0.42931884,0.62258961,spy_relative;single_day_move;gap,3,threshold,8.62930000,2026-07-13,1,1,1,,,True,False
37,AEHR,Aehr Test Systems,,,NCM,2158322432.00000000,2026-07-13,68.51000214,-0.05633604,-0.05281349,-0.26585938,-0.30394025,,,,0.94442581,146307129.01419297,0.93340284,0.17138459,0.16585657,-0.41233487,3.94300172,spy_relative;single_day_move;gap,3,threshold,8.61700000,2026-07-13,1,1,1,,,True,False
38,NVTS,Navitas Semiconductor Corporati,,,NGM,3110199040.00000000,2026-07-13,12.77999973,-0.05122498,-0.16086670,-0.37658538,-0.41466624,,,,0.50988717,395279139.62790668,0.72680482,0.14392523,0.08582280,-0.59798681,1.30685917,spy_relative;single_day_move;gap,3,threshold,8.46540000,2026-07-13,1,1,1,,,True,False
39,RXT,"Rackspace Technology, Inc.",,,NMS,1232726272.00000000,2026-07-13,4.82499981,-0.09644201,-0.24902729,-0.08703880,-0.12511966,,,,1.37571299,151787723.36695513,0.49571911,0.33586627,0.14370244,-0.35922979,10.79706528,spy_relative;single_day_move;gap,3,threshold,8.41500000,2026-07-13,1,1,1,,,True,False
40,FLY,Firefly Aerospace Inc.,,,NGM,3806972416.00000000,2026-07-13,23.09000015,-0.04151100,-0.17535714,-0.30909631,-0.34717717,,,,0.30790140,179787602.26767826,0.83249810,0.19050034,0.09162222,-0.61739850,0.37604286,spy_relative;single_day_move;gap,3,threshold,8.37000000,2026-07-13,1,1,1,,,True,False
41,WOLF,"Wolfspeed, Inc.",,,NYQ,1791478400.00000000,2026-07-13,34.40999985,-0.02493627,-0.12819866,-0.20750803,-0.24558889,,,,0.49183301,244782380.54499626,1.04242138,0.17909225,0.18799260,-0.53183674,1.32499996,spy_relative;single_day_move;gap,3,threshold,8.31390000,2026-07-13,1,1,1,,,True,False
42,ZBIO,"Zenas BioPharma, Inc.",,,NMS,1748794624.00000000,2026-07-13,27.74500084,-0.03462070,0.04896030,0.54913462,0.51105376,,,,0.65042719,27631004.81223307,0.75844908,0.13165142,0.04090916,-0.35730827,1.24655870,spy_relative;single_day_move,2,threshold,8.26890000,2026-07-13,1,1,1,,,True,False
43,WDFC,WD-40 Company,,,NMS,3386276608.00000000,2026-07-13,252.30999756,-0.04756335,0.02377765,0.13407948,0.09599862,,,,2.10030701,53590107.92286072,1.74216349,0.10646565,0.21998997,-0.04756335,0.34550977,spy_relative;volume;volatility;single_day_move;gap,5,threshold,8.19190000,2026-07-13,1,1,1,,,True,False
44,FOX,Fox Corporation,,,NMS,20995031040.00000000,2026-07-13,49.93999863,0.02441023,0.00080155,-0.18171392,-0.21979478,,,,0.33012907,144087490.99274462,2.35905200,0.15215541,0.11693821,-0.26298706,0.12502814,spy_relative;volatility;single_day_move;gap,4,threshold,8.16430000,2026-07-13,1,1,1,,,True,False
45,AAOI,"Applied Optoelectronics, Inc.",,,NGM,8868430848.00000000,2026-07-13,110.87000275,-0.07546694,-0.10124836,-0.36692743,-0.40500829,,,,0.47165678,1629393102.90794611,0.68566401,0.13893590,0.07726448,-0.50304796,4.68855844,spy_relative;single_day_move;gap,3,threshold,8.15120000,2026-07-13,1,1,1,,,True,False
46,EOSE,"Eos Energy Enterprises, Inc.",,,NCM,1459123712.00000000,2026-07-13,4.08990002,-0.07047729,-0.19171936,-0.32621089,-0.36429175,,,,1.09560154,143819626.83743685,0.69294487,0.11600587,0.11520371,-0.78687338,0.00000000,spy_relative;single_day_move;gap,3,threshold,7.85660000,2026-07-13,1,1,1,,,True,False
47,FLNC,"Fluence Energy, Inc.",,,NMS,2821796608.00000000,2026-07-13,15.17500019,-0.06095295,-0.14842871,-0.29810363,-0.33618449,,,,0.82858818,183252056.00074235,0.67976382,0.15799926,0.09506178,-0.52916536,1.24814818,spy_relative;single_day_move;gap,3,threshold,7.81750000,2026-07-13,1,1,1,,,True,False
48,PCT,"PureCycle Technologies, Inc.",,,NCM,1411044480.00000000,2026-07-13,6.97499990,-0.04452059,-0.09883719,-0.29438546,-0.33246632,,,,0.52561673,43107232.80314851,0.61637704,0.08750630,0.16590797,-0.58776596,0.37845849,spy_relative;single_day_move;gap,3,threshold,7.77600000,2026-07-13,1,1,1,,,True,False
49,SOLS,Solstice Advanced Materials Inc,,,NMS,9984822272.00000000,2026-07-13,62.65000153,0.02202288,-0.07935344,-0.19358991,-0.23167078,,,,2.63579080,258594607.97508430,1.49781413,0.15139044,0.08479864,-0.29288936,0.51218926,spy_relative;volume;single_day_move;gap,4,threshold,7.73430000,2026-07-13,1,1,1,,,True,False
50,LEGN,Legend Biotech Corporation,,,NMS,5010090496.00000000,2026-07-13,25.87000084,-0.04468239,-0.07738944,-0.25788869,-0.29596955,,,,0.42618982,66654443.70105114,0.79662992,0.16676611,0.11515515,-0.41629059,0.55375384,spy_relative;single_day_move;gap,3,threshold,7.72710000,2026-07-13,1,1,1,,,True,False
51,AYI,Acuity Inc.,,,NYQ,9940847616.00000000,2026-07-13,331.04000854,-0.00621409,-0.06546595,0.18064122,0.14256036,,,,0.64927772,168790344.13668519,2.01461814,0.17636085,0.14526531,-0.12118717,0.28414600,spy_relative;volatility;single_day_move;gap,4,threshold,7.71970000,2026-07-13,1,1,1,,,True,False
52,ORKA,"Oruka Therapeutics, Inc.",,,NGM,5099991040.00000000,2026-07-13,84.00000000,-0.03214657,0.01046557,0.31188508,0.27380422,,,,0.47049187,149847208.03782654,1.09780473,0.18025991,0.11971253,-0.11736890,5.43678152,spy_relative;single_day_move;gap,3,threshold,7.70790000,2026-07-13,1,1,1,,,True,False
53,LUNR,"Intuitive Machines, Inc.",,,NGM,2554400768.00000000,2026-07-13,15.90999985,-0.01425028,-0.15775541,-0.40041455,-0.43849541,,,,0.53373368,255021827.20043126,0.53379665,0.15470132,0.05811013,-0.65185997,0.97639745,spy_relative;single_day_move,2,threshold,7.69120000,2026-07-13,1,1,1,,,True,False
54,BB,BlackBerry Limited,,,NYQ,6110096896.00000000,2026-07-13,10.39999962,-0.05195995,-0.08611604,0.17913832,0.14105746,,,,0.53966483,345977896.95265102,1.69968988,0.19953600,0.12761025,-0.18813433,2.30158708,spy_relative;volatility;single_day_move;gap,4,threshold,7.56990000,2026-07-13,1,1,1,,,True,False
55,ICHR,Ichor Holdings,,,NMS,3285696768.00000000,2026-07-13,93.93000031,-0.06350950,-0.01818750,0.30151036,0.26342950,,,,0.72758706,126686443.25023690,1.14101205,0.16447281,0.13185451,-0.16343070,5.68065416,spy_relative;single_day_move;gap,3,threshold,7.52610000,2026-07-13,1,1,1,,,True,False
56,TXG,"10x Genomics, Inc.",,,NMS,5410238464.00000000,2026-07-13,42.61000061,-0.00280831,0.06525002,0.46375815,0.42567729,,,,0.65599845,118114838.17175713,1.25358342,0.15025346,0.03096535,-0.01136886,2.75749559,spy_relative;single_day_move,2,threshold,7.46740000,2026-07-13,1,1,1,,,True,False
57,BHVN,Biohaven Ltd.,,,NYQ,2287172096.00000000,2026-07-13,15.09500027,-0.02926044,-0.05950150,0.36359536,0.32551450,,,,0.54228257,56875845.77465558,1.10875494,0.14222552,0.09538852,-0.16648262,0.93774074,spy_relative;single_day_move;gap,3,threshold,7.46340000,2026-07-13,1,1,1,,,True,False
58,EPC,Edgewell Personal Care Company,,,NYQ,1253181696.00000000,2026-07-13,27.30500031,0.03115562,0.02380953,0.26470589,0.22662502,,,,0.48481347,28821476.54885864,1.66947942,0.15404930,0.09066908,-0.01709865,0.71621625,spy_relative;volatility;single_day_move;gap,4,threshold,7.44180000,2026-07-13,1,1,1,,,True,False
59,RIVN,"Rivian Automotive, Inc.",,,NMS,25451974656.00000000,2026-07-13,17.57500076,0.00543485,-0.12735843,0.19071819,0.15263733,,,,2.02201655,709338403.77861178,1.45932929,0.18123137,0.12254213,-0.21714921,0.50987975,spy_relative;volume;single_day_move;gap,4,threshold,7.37090000,2026-07-13,1,1,1,,,True,False
60,MRNA,"Moderna, Inc.",,,NMS,26906075136.00000000,2026-07-13,68.08000183,-0.00278299,-0.16772617,0.48032179,0.44224093,,,,0.61767453,672304969.74422991,1.31807750,0.12585768,0.03495145,-0.16772617,2.04472272,spy_relative;single_day_move,2,threshold,7.32600000,2026-07-13,1,1,1,,,True,False
61,CGEM,"Cullinan Therapeutics, Inc.",,,NMS,1079817856.00000000,2026-07-13,17.47999954,-0.03585216,-0.01852891,0.45062235,0.41254148,,,,0.34432153,20362156.34720612,1.05389405,0.15103124,0.02890174,-0.05411256,2.03999992,spy_relative;single_day_move,2,threshold,7.31440000,2026-07-13,1,1,1,,,True,False
62,PSNL,"Personalis, Inc.",,,NGM,1493322880.00000000,2026-07-13,14.15999985,0.00639660,-0.01255232,0.47346518,0.43538431,,,,0.93674213,47858935.76865177,0.80256657,0.12922457,0.04066730,-0.03344708,2.21452876,spy_relative;single_day_move,2,threshold,7.28840000,2026-07-13,1,1,1,,,True,False
63,YSS,York Space Systems Inc.,,,NYQ,2576715520.00000000,2026-07-13,19.55999947,-0.01659125,-0.17013154,-0.29181756,-0.32989843,,,,0.44930710,39627921.06269274,0.82764025,0.22085446,0.04937840,-0.54982741,0.10633479,spy_relative;single_day_move,2,threshold,7.27880000,2026-07-13,1,1,1,,,True,False
