market_data_date,ticker,rank,signal_score,trigger_count
2026-07-17,EPC,47,12.4756,5
2026-07-17,EOSE,48,12.3968,4
2026-07-17,PNR,49,12.3534,6
2026-07-17,ERAS,50,12.304,3
2026-07-17,AAOI,51,12.255,4
2026-07-17,TECH,52,12.252,4
2026-07-17,RXT,53,12.2464,3
2026-07-17,NBIS,54,12.2256,4
2026-07-17,BAND,55,12.1378,3
2026-07-17,RKLB,56,12.1129,4
2026-07-17,GSHD,57,12.104,3
2026-07-17,QLYS,58,12.0949,3
2026-07-17,CRWV,59,12.0366,4
2026-07-17,VRNS,60,11.9584,3
2026-07-17,MLKN,61,11.8965,3
2026-07-17,TE,62,11.8478,4
2026-07-17,NSP,63,11.8185,3
2026-07-17,MRVI,64,11.742,3
2026-07-17,LUNR,65,11.7394,3
2026-07-17,DK,66,11.6134,3
2026-07-17,WOLF,67,11.6104,4
2026-07-17,PVLA,68,11.5097,3
2026-07-17,APLD,69,11.4953,3
2026-07-17,BW,70,11.4806,3
2026-07-17,CLSK,71,11.4747,5
2026-07-17,INOD,72,11.4691,3
2026-07-17,BTDR,73,11.4561,3
2026-07-17,GLXY,74,11.4285,4
2026-07-17,NAVN,75,11.4201,3
2026-07-17,PAY,76,11.3843,3
2026-07-17,SION,77,11.2975,3
2026-07-17,FLY,78,11.25,3
2026-07-17,VSH,79,11.2174,4
2026-07-17,ASTS,80,11.1817,4
2026-07-17,POET,81,11.1575,3
2026-07-17,CCC,82,11.1253,4
2026-07-17,TCBK,83,11.0534,5
2026-07-17,NEO,84,11.0511,3
2026-07-17,TXG,85,11.0386,3
2026-07-17,BRBR,86,11.0357,3
2026-07-17,ISRG,87,10.9154,6
2026-07-17,FIG,88,10.8645,3
2026-07-17,NG,89,10.8354,3
2026-07-17,FPS,90,10.8294,4
2026-07-17,KEEL,91,10.7352,4
2026-07-17,TTMI,92,10.7028,4
2026-07-17,NRIX,93,10.6508,3
2026-07-17,RDW,94,10.6502,3
2026-07-17,CRCL,95,10.6033,4
2026-07-17,GLUE,96,10.5842,3
2026-07-17,OMDA,97,10.5842,3
2026-07-17,AVTX,98,10.5568,3
2026-07-17,PRGS,99,10.5242,3
2026-07-17,AIP,100,10.4958,5
2026-07-17,VECO,101,10.4765,4
2026-07-17,RIOT,102,10.458,3
2026-07-17,EQPT,103,10.4106,4
2026-07-17,WDC,104,10.4093,4
2026-07-17,MPLT,105,10.3877,3
2026-07-17,FORM,106,10.3704,5
2026-07-17,PURR,107,10.3345,3
2026-07-17,UUUU,108,10.3038,4
2026-07-17,BRUN,109,10.3002,4
2026-07-17,FRVO,110,10.2729,4
2026-07-17,SOLS,111,10.2711,4
2026-07-17,JBIO,112,10.2651,3
2026-07-17,CAPR,113,10.2571,4
2026-07-17,CHYM,114,10.1896,3
2026-07-17,CIFR,115,10.1853,4
2026-07-17,BILL,116,10.1578,3
2026-07-17,IOVA,117,10.1181,3
2026-07-17,ADPT,118,10.0862,4
2026-07-17,AMPX,119,10.0732,3
2026-07-17,ARM,120,10.0714,4
2026-07-17,AVAV,121,10.0611,4
2026-07-17,XE,122,10.0358,3
2026-07-17,DOCN,123,9.9981,4
2026-07-17,MRVL,124,9.9812,4
2026-07-17,IONQ,125,9.9717,3
2026-07-17,AEVA,126,9.9669,3
2026-07-17,BE,127,9.8682,4
2026-07-17,FA,128,9.8221,3
2026-07-17,GPRE,129,9.7964,3
2026-07-17,BHVN,130,9.7729,4
2026-07-17,ENVX,131,9.7694,4
2026-07-17,VICR,132,9.6981,4
2026-07-17,FRMI,133,9.5186,4
2026-07-17,OKTA,134,9.5025,3
2026-07-17,CLMT,135,9.485,3
2026-07-17,DNTH,136,9.4554,3
2026-07-17,UGP,137,9.4543,3
2026-07-17,S,138,9.4514,3
2026-07-17,VIA,139,9.4479,3
2026-07-17,INTA,140,9.3133,3
2026-07-17,AGI,141,9.2964,4
2026-07-17,VOYG,142,9.2706,3
2026-07-17,RHI,143,9.263,3
2026-07-17,GWRE,144,9.2513,3
2026-07-17,PANW,145,9.1867,3
2026-07-17,BJRI,146,9.1689,3
2026-07-17,ATEX,147,9.1618,3
2026-07-17,VSAT,148,9.1131,4
2026-07-17,ERIC,149,9.1078,6
2026-07-17,AMKR,150,9.0754,4
2026-07-20,CRNX,1,65.5954,5
2026-07-20,DFTX,2,35.7323,5
2026-07-20,TRAX,3,33.001,3
2026-07-20,ATAI,4,31.8025,6
2026-07-20,APGE,5,27.4311,5
2026-07-20,CDNA,6,25.7043,6
2026-07-20,MAN,7,23.823,6
2026-07-20,GRPN,8,20.5487,3
2026-07-20,SLS,9,19.0908,4
2026-07-20,ABVX,10,18.824,5
2026-07-20,LCID,11,17.8886,5
2026-07-20,PBF,12,17.8045,3
2026-07-20,BWIN,13,17.6182,4
2026-07-20,AEHR,14,17.5083,5
2026-07-20,ZBIO,15,17.4612,3
2026-07-20,GSHD,16,16.4391,3
2026-07-20,IONS,17,16.4222,5
2026-07-20,NTSK,18,16.0619,3
2026-07-20,DAVE,19,15.4218,3
2026-07-20,BFLY,20,15.2971,4
2026-07-20,RXT,21,14.8621,3
2026-07-20,AXTI,22,14.8444,4
2026-07-20,QDEL,23,14.7783,5
2026-07-20,NVTS,24,14.7083,4
2026-07-20,DMRA,25,14.5629,3
2026-07-20,CCC,26,14.477,4
2026-07-20,EOSE,27,14.2641,4
2026-07-20,PYPL,28,14.2052,5
2026-07-20,IBM,29,14.0655,6
2026-07-20,PARR,30,14.0177,3
2026-07-20,FLNC,31,13.5258,4
2026-07-20,DK,32,13.5237,3
2026-07-20,WOLF,33,13.3157,4
2026-07-20,MBX,34,13.2678,4
2026-07-20,NBIS,35,13.2372,4
2026-07-20,RKLB,36,13.1133,4
2026-07-20,YSS,37,12.5539,3
2026-07-20,PAY,38,12.5331,3
2026-07-20,VRNS,39,12.533,3
2026-07-20,TECH,40,12.4579,4
2026-07-20,LEGN,41,12.4443,4
2026-07-20,WULF,42,12.3867,4
2026-07-20,TENB,43,12.3246,3
2026-07-20,PRIM,44,12.2439,4
2026-07-20,ON,45,12.1835,5
2026-07-20,IREN,46,12.1583,4
2026-07-20,TE,47,12.1535,4
2026-07-20,SNDK,48,12.1423,4
2026-07-20,ASTS,49,12.1319,4
2026-07-20,FPS,50,12.1042,4
2026-07-20,AAOI,51,12.038,4
2026-07-20,CRWV,52,12.0071,4
2026-07-20,PNR,53,11.9947,6
2026-07-20,ABSI,54,11.98,4
2026-07-20,WEN,55,11.9515,5
2026-07-20,EQPT,56,11.8803,4
2026-07-20,BILL,57,11.874,3
2026-07-20,COTY,58,11.7887,3
2026-07-20,BE,59,11.7782,4
2026-07-20,QLYS,60,11.6937,3
2026-07-20,CAPR,61,11.6502,4
2026-07-20,FA,62,11.6273,3
2026-07-20,VSH,63,11.5639,4
2026-07-20,CLBK,64,11.5423,3
2026-07-20,FRMI,65,11.4512,4
2026-07-20,PSNL,66,11.412,4
2026-07-20,RDW,67,11.3901,3
2026-07-20,BW,68,11.3627,3
2026-07-20,SOLS,69,11.3335,4
2026-07-20,VECO,70,11.3157,4
2026-07-20,FRVO,71,11.2231,4
2026-07-20,AIP,72,11.1279,5
2026-07-20,BAND,73,11.1137,3
2026-07-20,FLY,74,11.0928,3
2026-07-20,EPC,75,11.0813,5
2026-07-20,LUNR,76,11.0546,3
2026-07-20,ARM,77,11.0189,4
2026-07-20,NSP,78,11.0184,3
2026-07-20,WDC,79,10.9999,4
2026-07-20,TTMI,80,10.998,4
2026-07-20,PTRN,81,10.9828,3
2026-07-20,ORKA,82,10.9049,4
2026-07-20,ACHC,83,10.9003,2
2026-07-20,PRGS,84,10.8627,3
2026-07-20,BRUN,85,10.8241,4
2026-07-20,HUBS,86,10.7048,4
2026-07-20,INTA,87,10.6908,3
2026-07-20,AEVA,88,10.687,3
2026-07-20,GWRE,89,10.6863,3
2026-07-20,INOD,90,10.668,3
2026-07-20,VICR,91,10.6613,4
2026-07-20,CNMD,92,10.639,4
2026-07-20,USAR,93,10.625,4
2026-07-20,KVYO,94,10.5628,3
2026-07-20,FORM,95,10.5255,5
2026-07-20,DOCN,96,10.5062,4
2026-07-20,BTDR,97,10.4913,3
2026-07-20,RH,98,10.4644,3
2026-07-20,NG,99,10.448,3
2026-07-20,OMDA,100,10.4,3
2026-07-20,NEO,101,10.3504,3
2026-07-20,APLD,102,10.3361,3
2026-07-20,POET,103,10.3196,3
2026-07-20,CHYM,104,10.2898,3
2026-07-20,MRVL,105,10.2611,4
2026-07-20,VOYG,106,10.2506,3
2026-07-20,UUUU,107,10.2065,4
2026-07-20,FOUR,108,10.1775,3
2026-07-20,FIVN,109,10.1721,3
2026-07-20,KYMR,110,10.1488,5
2026-07-20,AVAV,111,10.1162,4
2026-07-20,TXG,112,10.0481,3
2026-07-20,ISRG,113,10.0333,6
2026-07-20,OKTA,114,10.0301,3
2026-07-20,IONQ,115,10.015,3
2026-07-20,GLXY,116,10.0021,4
2026-07-20,ERAS,117,9.9623,3
2026-07-20,SHAZ,118,9.892,4
2026-07-20,BRBR,119,9.8394,3
2026-07-20,NRIX,120,9.7746,3
2026-07-20,ENOV,121,9.6948,4
2026-07-20,AMPX,122,9.6348,3
2026-07-20,S,123,9.5864,3
2026-07-20,FIG,124,9.577,3
2026-07-20,AMC,125,9.5764,4
2026-07-20,OUST,126,9.5491,5
2026-07-20,XE,127,9.4761,3
2026-07-20,SEI,128,9.4641,4
2026-07-20,UCTT,129,9.4344,5
2026-07-20,CRCL,130,9.4173,4
2026-07-20,CLSK,131,9.4163,5
2026-07-20,AMKR,132,9.3451,4
2026-07-20,KEEL,133,9.3148,4
2026-07-20,RHI,134,9.3025,3
2026-07-20,HTFL,135,9.2893,3
2026-07-20,ACLS,136,9.287,4
2026-07-20,RCAT,137,9.1956,3
2026-07-20,PCT,138,9.1888,3
2026-07-20,BRZE,139,9.1798,3
2026-07-20,PURR,140,9.1589,3
2026-07-20,IOVA,141,9.1508,3
2026-07-20,INFQ,142,9.1393,3
2026-07-20,RIOT,143,9.1266,3
2026-07-20,BJRI,144,9.0677,3
2026-07-20,NTLA,145,9.0596,3
2026-07-20,COHU,146,9.053,5
2026-07-20,AGI,147,8.987,4
2026-07-20,VIA,148,8.9806,3
2026-07-20,STX,149,8.9638,4
2026-07-20,UGP,150,8.9496,3
