rank,ticker,company_name,sector,industry,exchange,market_cap,market_data_date,price,return_1d,return_5d,return_21d,return_63d,return_126d,spy_return_63d,spy_return_126d,spy_relative_21d,spy_relative_63d,spy_relative_126d,sector_etf,sector_etf_return_21d,sector_etf_return_63d,sector_etf_return_126d,sector_relative_21d,sector_relative_63d,sector_relative_126d,volume_ratio_5d_vs_prev20d,avg_dollar_volume_20d,volatility_ratio_20d_vs_prev120d,max_daily_move_21d,max_daily_move_date_21d,max_daily_move_signed_21d,max_1d_share_of_abs_move_21d,directional_efficiency_21d,post_max_move_return_5d,post_max_move_return_10d,max_gap_21d,distance_from_52w_high,distance_from_52w_low,trigger_conditions,trigger_count,selection_reason,signal_score,first_trigger_date,trigger_days_last_5,trigger_days_last_10,consecutive_trigger_days,rank_previous,rank_change,new_entry,persistent_signal
1,CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,,NMS,8855652352.00000000,2026-07-13,83.66999817,0.00107677,0.99072093,1.43793703,1.12145033,0.57156265,0.10259612,0.08652517,1.40521163,1.01885421,0.48503748,XLV,0.05600260,0.09571656,0.02080704,1.38193443,1.02573377,0.55075561,15.70422418,559939192.14637756,6.50014452,0.98738999,2026-07-07,0.98738999,0.72776926,0.84840949,,,0.98857969,0.00000000,2.11620100,spy_relative;sector_relative;volume;volatility;single_day_move;gap,6,threshold_and_sector_coverage,76.12550000,2026-07-10,2,2,2,1,0.00000000,True,False
2,HQ,Horizon Quantum Holdings Ltd.,Technology,,NCM,1102740480.00000000,2026-07-13,21.37999916,-0.07003048,-0.11725847,1.13586400,1.41309255,,0.10259612,0.08652517,1.10313860,1.31049643,,XLK,0.02632618,0.27107001,0.25679418,1.10953782,1.14202254,,0.30427303,41379010.05176544,,0.63336388,2026-06-15,0.63336388,0.24579038,0.32141483,0.87373737,0.55780026,0.13125002,-0.44308415,1.56662657,spy_relative;sector_relative;single_day_move;gap,4,threshold_and_sector_coverage,38.58150000,2026-07-10,2,2,2,2,0.00000000,True,False
3,DFTX,"Definium Therapeutics, Inc.",Healthcare,,NMS,5794243072.00000000,2026-07-13,43.65000153,-0.07265771,-0.01533951,0.87822728,1.02740363,1.96938790,0.10259612,0.08652517,0.84550187,0.92480751,1.88286272,XLV,0.05600260,0.09571656,0.02080704,0.82222468,0.93168707,1.94858086,0.51097052,196353134.33883667,3.39589752,0.49795747,2026-06-22,0.49795747,0.41050435,0.56900583,0.26943009,0.21298069,0.57598050,-0.09907119,4.40892233,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,38.45250000,2026-07-10,2,2,2,3,0.00000000,True,False
4,TRAX,"First Tracks Biotherapeutics, I",Healthcare,,NMS,1221582208.00000000,2026-07-13,35.00999832,-0.03394049,0.74700582,1.13215580,0.48978716,,0.10259612,0.08652517,1.09943039,0.38719104,,XLV,0.05600260,0.09571656,0.02080704,1.07615320,0.39407060,,2.57956012,23670704.05080795,,0.55994226,2026-07-09,0.55994226,0.35356739,0.52346198,,,0.02861863,-0.03394049,1.28524798,spy_relative;sector_relative;volume;single_day_move,4,threshold_and_sector_coverage,36.62710000,2026-07-10,2,2,2,4,0.00000000,True,False
5,QURE,uniQure N.V.,Healthcare,,NMS,2825801472.00000000,2026-07-13,41.09999847,-0.03589028,-0.00628632,0.53243844,1.67230157,0.77537793,0.10259612,0.08652517,0.49971303,1.56970545,0.68885276,XLV,0.05600260,0.09571656,0.02080704,0.47643584,1.57658501,0.75457090,0.53129284,140699703.98386002,2.21186606,0.78436459,2026-06-17,0.78436459,0.57356113,0.36704165,0.01951824,-0.13185213,0.61356056,-0.41776455,3.55149498,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,33.64680000,2026-07-10,2,2,2,5,0.00000000,True,False
6,APGE,"Apogee Therapeutics, Inc.",Healthcare,,NGM,10061084672.00000000,2026-07-13,133.82000732,0.00127208,0.00239706,0.61774668,0.55117668,0.72715541,0.10259612,0.08652517,0.58502127,0.44858057,0.64063024,XLV,0.05600260,0.09571656,0.02080704,0.56174408,0.45546012,0.70634838,0.25047559,792991385.11787415,2.87326101,0.46658561,2026-06-22,0.46658561,0.69101596,0.81823725,0.00045264,0.00746881,0.46713886,0.00000000,2.86204910,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,29.58900000,2026-07-10,2,2,2,6,0.00000000,True,False
7,MBX,"MBX Biosciences, Inc.",Healthcare,,NMS,2857756160.00000000,2026-07-13,60.04000092,-0.01654379,0.04055459,0.93739920,0.93677422,0.95442716,0.10259612,0.08652517,0.90467380,0.83417810,0.86790198,XLV,0.05600260,0.09571656,0.02080704,0.88139661,0.84105766,0.93362012,0.79193350,54744524.56281662,0.70170523,0.20200065,2026-06-11,0.20200065,0.20616408,0.69661632,0.15516775,0.40429534,0.14093960,-0.08628821,5.16110843,spy_relative;sector_relative;single_day_move;gap,4,threshold,27.22500000,2026-07-10,2,2,2,7,0.00000000,True,False
8,BFLY,"Butterfly Network, Inc.",Healthcare,,NYQ,2119291520.00000000,2026-07-13,8.10000038,0.01503764,-0.01579577,0.50278304,0.97080295,0.95180728,0.10259612,0.08652517,0.47005763,0.86820683,0.86528210,XLV,0.05600260,0.09571656,0.02080704,0.44678044,0.87508639,0.93100024,0.59750307,99138684.92626667,2.00136406,0.55866892,2026-06-18,0.55866892,0.37212718,0.29139450,-0.00112351,-0.07528091,0.26269702,-0.09090903,5.09022565,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,24.52850000,2026-07-10,2,2,2,8,0.00000000,True,False
9,ABSI,Absci Corporation,Healthcare,,NMS,1729577472.00000000,2026-07-13,10.21000004,-0.03679248,-0.11525129,0.60031346,2.42617449,1.96802322,0.10259612,0.08652517,0.56758805,2.32357837,1.88149804,XLV,0.05600260,0.09571656,0.02080704,0.54431086,2.33045793,1.94721618,0.58112671,79661182.27133512,1.53484333,0.35964913,2026-06-24,0.35964913,0.28496056,0.39001665,0.10272952,0.13846159,0.28340087,-0.12134250,3.43913054,spy_relative;sector_relative;volatility;single_day_move;gap,5,threshold,24.10840000,2026-07-10,2,2,2,9,0.00000000,True,False
10,SLS,"SELLAS Life Sciences Group, Inc",Healthcare,,NCM,2481502976.00000000,2026-07-13,12.61999989,-0.01097181,-0.09469152,0.76503493,1.65126035,2.26943011,0.10259612,0.08652517,0.73230952,1.54866423,2.18290494,XLV,0.05600260,0.09571656,0.02080704,0.70903233,1.55554379,2.24862307,0.77691275,140481942.69974232,1.22385206,0.24697332,2026-06-29,0.24697332,0.17818458,0.42670495,-0.12621358,,0.07586760,-0.18317152,8.07913670,spy_relative;sector_relative;single_day_move;gap,4,threshold,22.62880000,2026-07-10,2,2,2,10,0.00000000,True,False
